"STATION","NAME","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00116526","OTTAWA 5 SW, IL US","2000-10",,"19","10","3","0","0","0","3","0","19","0","28","0","0.0","1.60","86","333","218","2.60","0.0","58.4","71.5","45.2"
"USC00116526","OTTAWA 5 SW, IL US","2000-11",,"0","11","6","0","0","0","19","2","3","0","11","0","0.0","0.85","81","1140","807","2.61","0.0","38.1","47.4","28.8"
"USC00116526","OTTAWA 5 SW, IL US","2000-12",,"0","12","8","21","7","12","30","20","0","0","-12","14","5.0","0.30","42","2616","1475","1.41","20.8","15.8","25.6","6.1"
"USC00116526","OTTAWA 5 SW, IL US","2001-01","0","0","7","3","31","1","2","30","15","0","0","-2","12","1.5","0.45","41","3893","1277","1.11","2.0","23.8","32.4","15.2"
"USC00116526","OTTAWA 5 SW, IL US","2001-02","0","0","9","6","12","1","1","24","8","0","0","-3","1","1.0","0.45","52","4902","1009","1.65","1.5","27.3","36.1","18.6"
"USC00116526","OTTAWA 5 SW, IL US","2001-03","0","0","7","5","1","1","0","28","2","0","0","11","2","2.0","0.22","60","5802","900","0.74","2.0","36.0","46.0","26.0"
"USC00116526","OTTAWA 5 SW, IL US","2001-04","17","17","14","8","0","0","0","6","0","15","0","29","0","0.0","0.64","84","6093","291","2.64","0.0","55.9","68.8","42.9"
"USC00116526","OTTAWA 5 SW, IL US","2001-05","134","116","14","8","0","0","0","0","0","24","2","45","0","0.0","1.32","92","6190","97","3.84","0.0","65.6","76.9","54.3"
"USC00116526","OTTAWA 5 SW, IL US","2001-06","341","207","11","8","0","0","0","0","0","25","6","46","0","0.0","1.05","94","6239","49","3.60","0.0","70.3","81.5","59.0"
"USC00116526","OTTAWA 5 SW, IL US","2001-07","709","368","11","7","0","0","0","0","0","31","13","48","0","0.0","2.48","97","1","1","4.87","0.0","76.8","88.2","65.5"
"USC00116526","OTTAWA 5 SW, IL US","2001-08","982","273","8","7","0","0","0","0","0","29","8","51","0","0.0","1.02","97","1","0","3.13","0.0","74.4","85.9","63.0"
"USC00116526","OTTAWA 5 SW, IL US","2001-09","1058","76","10","7","0","0","0","0","0","26","2","36","0","0.0","1.52","90","111","110","4.77","0.0","63.8","76.1","51.6"
"USC00116526","OTTAWA 5 SW, IL US","2001-10","1064","6","14","7","0","0","0","3","0","8","0","30","0","0.0","2.12","85","444","332","5.67","0.0","54.0","65.2","42.8"
"USC00116526","OTTAWA 5 SW, IL US","2001-11","1065","1","7","6","0","0","0","6","0","7","0","28","0","0.0","0.97","74","854","410","2.38","0.0","50.8","62.2","39.4"
"USC00116526","OTTAWA 5 SW, IL US","2001-12","1065","0","10","4","0","0","0","23","6","0","0","8","0","0.0","0.55","69","1696","843","1.07","0.0","35.8","45.0","26.6"
"USC00116526","OTTAWA 5 SW, IL US","2002-01","0","0","7","3","9","4","0","26","5","0","0","6","10","8.0","1.10","64","2711","1015","1.61","13.9","32.3","41.8","22.7"
"USC00116526","OTTAWA 5 SW, IL US","2002-02","0","0","8","3","9","1","0","23","4","0","0","8","10","1.0","0.42","65","3603","892","0.97","1.1","33.1","42.8","23.5"
"USC00116526","OTTAWA 5 SW, IL US","2002-03","0","0","7","5","7","3","2","23","4","0","0","-2","7","4.1","0.41","69","4495","891","1.50","9.0","36.2","46.4","26.1"
"USC00116526","OTTAWA 5 SW, IL US","2002-04","39","39","12","10","2","1","0","6","0","7","2","25","1","1.2","0.92","92","4970","475","5.06","1.7","50.5","60.0","40.9"
"USC00116526","OTTAWA 5 SW, IL US","2002-05","76","36","13","6","0","0","0","1","0","12","0","31","0","0.0","3.10","87","5296","326","4.99","0.0","55.7","67.3","44.0"
"USC00116526","OTTAWA 5 SW, IL US","2002-06","321","246","11","6","0","0","0","0","0","29","10","50","0","0.0","1.28","98","5308","11","3.22","0.0","73.0","84.3","61.7"
"USC00116526","OTTAWA 5 SW, IL US","2002-07","667","346","5","3","0","0","0","0","0","31","15","52","0","0.0","1.12","97","0","0","1.96","0.0","76.8","88.6","65.0"
"USC00116526","OTTAWA 5 SW, IL US","2002-08","934","267","11","5","0","0","0","0","0","31","5","51","0","0.0","1.54","97","2","2","4.46","0.0","73.5","84.9","62.2"
"USC00116526","OTTAWA 5 SW, IL US","2002-09","1078","144","6","4","0","0","0","0","0","27","4","39","0","0.0","0.49","94","46","44","1.27","0.0","68.5","82.6","54.4"
"USC00116526","OTTAWA 5 SW, IL US","2002-10","1105","27","12","6","0","0","0","5","0","10","0","27","0","0.0","0.36","86","474","429","1.80","0.0","51.4","62.1","40.7"
"USC00116526","OTTAWA 5 SW, IL US","2002-11","1105","0","10","4","2","1","0","18","2","0","0","14","1","1.0","0.17","67","1273","799","0.83","1.2","38.4","46.5","30.2"
"USC00116526","OTTAWA 5 SW, IL US","2002-12","1105","0","3","1","5","1","0","28","8","0","0","7","3","2.5","0.36","62","2312","1039","0.48","2.7","30.3","39.2","21.4"
"USC00116526","OTTAWA 5 SW, IL US","2003-01","0","0","5","0","17","3","4","29","18","0","0","-7","2","2.4","0.08","59","3651","1339","0.31","5.9","20.5","29.2","11.8"
"USC00116526","OTTAWA 5 SW, IL US","2003-02","0","0","7","2","13","2","2","28","12","0","0","-4","5","5.1","0.17","50","4818","1167","0.41","6.3","23.3","33.2","13.5"
"USC00116526","OTTAWA 5 SW, IL US","2003-03","0","0","10","4","8","1","0","17","5","2","0","5","6","6.0","0.37","77","5634","817","1.26","6.7","38.7","49.2","28.1"
"USC00116526","OTTAWA 5 SW, IL US","2003-04","16","16","8","4","0","0","0","9","0","14","0","26","0","0.0","0.41","86","6011","377","1.31","0.0","52.6","65.7","39.4"
"USC00116526","OTTAWA 5 SW, IL US","2003-05","28","13","13","9","0","0","0","0","0","22","0","33","0","0.0","1.45","85","6174","162","5.85","0.0","60.2","71.6","48.7"
"USC00116526","OTTAWA 5 SW, IL US","2003-06","154","126","11","6","0","0","0","0","0","24","3","39","0","0.0","0.59","92","6236","62","2.17","0.0","67.1","78.4","55.8"
"USC00116526","OTTAWA 5 SW, IL US","2003-07","415","261","12","8","0","0","0","0","0","31","6","51","0","0.0","1.25","94","1","1","5.29","0.0","73.7","84.5","62.9"
"USC00116526","OTTAWA 5 SW, IL US","2003-08","723","308","9","5","0","0","0","0","0","31","7","55","0","0.0","0.51","97","1","0","1.76","0.0","74.9","86.5","63.4"
"USC00116526","OTTAWA 5 SW, IL US","2003-09","810","87","9","8","0","0","0","0","0","22","0","37","0","0.0","1.18","87","102","101","3.68","0.0","64.5","76.4","52.7"
"USC00116526","OTTAWA 5 SW, IL US","2003-10","813","2","7","5","0","0","0","3","0","13","0","26","0","0.0","0.83","86","477","375","2.48","0.0","53.0","65.8","40.2"
"USC00116526","OTTAWA 5 SW, IL US","2003-11","813","0","12","8","0","0","0","14","1","2","0","18","0","0.0","1.30","73","1119","643","4.83","0.0","43.6","53.3","33.9"
"USC00116526","OTTAWA 5 SW, IL US","2003-12","813","0","6","3","1","1","0","27","8","0","0","11","3","3.2","1.02","57","2112","992","1.59","3.9","31.9","39.9","23.9"
"USC00116526","OTTAWA 5 SW, IL US","2004-01","0","0","7","2","17","4","6","30","19","0","0","-9","4","3.7","0.16","61","3477","1365","0.49","8.0","21.0","28.8","13.2"
"USC00116526","OTTAWA 5 SW, IL US","2004-02","0","0","6","3","19","2","2","27","11","0","0","-8","6","3.0","0.31","56","4565","1088","0.91","4.4","27.5","36.7","18.3"
"USC00116526","OTTAWA 5 SW, IL US","2004-03","0","0","13","7","2","2","0","16","0","1","0","15","3","3.0","1.20","72","5224","659","4.01","4.0","43.7","53.4","34.1"
"USC00116526","OTTAWA 5 SW, IL US","2004-04","30","30","3","3","0","0","0","8","0","10","0","26","0","0.0","1.10","87","5606","382","2.06","0.0","53.3","65.7","40.9"
"USC00116526","OTTAWA 5 SW, IL US","2004-05","113","82","17","13","0","0","0","0","0","22","0","33","0","0.0","1.54","87","5738","132","5.32","0.0","63.4","75.1","51.7"
"USC00116526","OTTAWA 5 SW, IL US","2004-06","270","157","9","6","0","0","0","0","0","30","1","47","0","0.0","0.45","91","5757","19","1.85","0.0","69.6","79.5","59.7"
"USC00116526","OTTAWA 5 SW, IL US","2004-07","488","218","9","7","0","0","0","0","0","30","1","52","0","0.0","1.17","90","3","3","2.89","0.0","72.2","81.9","62.4"
"USC00116526","OTTAWA 5 SW, IL US","2004-08","613","125","13","10","0","0","0","0","0","28","1","47","0","0.0","1.83","90","48","45","6.95","0.0","67.6","77.9","57.3"
"USC00116526","OTTAWA 5 SW, IL US","2004-09","735","122","1","1","0","0","0","0","0","30","0","39","0","0.0","0.71","88","82","34","0.71","0.0","67.9","81.5","54.4"
"USC00116526","OTTAWA 5 SW, IL US","2004-10","739","3","12","6","0","0","0","5","0","12","0","30","0","0.0","0.90","79","408","326","3.26","0.0","54.2","66.3","42.1"
"USC00116526","OTTAWA 5 SW, IL US","2004-11","739","0","13","8","2","1","0","12","0","0","0","19","1","1.0","0.99","67","1048","641","3.49","1.0","43.6","52.2","35.0"
"USC00116526","OTTAWA 5 SW, IL US","2004-12","739","0","6","4","0","0","2","24","10","0","0","-2","0","0.2","0.64","56","2134","1086","1.52","0.4","28.7","36.9","20.6"
"USC00116526","OTTAWA 5 SW, IL US","2005-01","0","0","14","11","12","3","1","28","13","0","0","-1","3","3.0","1.23","61","3291","1157","4.42","7.3","25.6","33.2","18.0"
"USC00116526","OTTAWA 5 SW, IL US","2005-02","0","0","9","6","0","0","0","21","4","0","0","10","0","0.0","0.54","57","4144","853","1.66","0.0","33.5","41.2","25.8"
"USC00116526","OTTAWA 5 SW, IL US","2005-03","0","0","8","4","0","1","0","25","3","2","0","12","0","1.0","0.51","78","5017","873","1.49","1.2","36.8","46.9","26.7"
"USC00116526","OTTAWA 5 SW, IL US","2005-04","11","11","8","6","0","0","0","1","0","13","0","31","0","0.0","0.62","84","5328","310","1.93","0.0","54.7","67.5","41.9"
"USC00116526","OTTAWA 5 SW, IL US","2005-05","44","33","5","4","0","0","0","2","0","21","0","29","0","0.0","0.65","85","5536","208","1.31","0.0","59.3","71.3","47.4"
"USC00116526","OTTAWA 5 SW, IL US","2005-06","340","296","6","1","0","0","0","0","0","30","10","50","0","0.0","2.00","96","5539","3","2.20","0.0","74.8","86.0","63.5"
"USC00116526","OTTAWA 5 SW, IL US","2005-07","683","343","8","6","0","0","0","0","0","31","13","51","0","0.0","1.51","103","0","0","3.14","0.0","76.1","87.6","64.6"
"USC00116526","OTTAWA 5 SW, IL US","2005-08","973","290","8","4","0","0","0","0","0","31","9","52","0","0.0","0.55","95","4","4","1.89","0.0","74.2","85.0","63.4"
"USC00116526","OTTAWA 5 SW, IL US","2005-09","1176","203","9","6","0","0","0","0","0","28","10","42","0","0.0","0.43","96","34","30","2.02","0.0","70.8","83.6","57.9"
"USC00116526","OTTAWA 5 SW, IL US","2005-10","1212","36","3","1","0","0","0","3","0","15","1","29","0","0.0","0.21","90","345","311","0.30","0.0","56.1","68.8","43.4"
"USC00116526","OTTAWA 5 SW, IL US","2005-11","1212","0","8","6","0","0","0","13","5","2","0","13","0","0.0","0.75","73","1020","675","2.31","0.0","42.5","51.8","33.2"
"USC00116526","OTTAWA 5 SW, IL US","2005-12","1212","0","10","5","23","4","4","26","19","0","0","-5","7","5.0","0.39","49","2337","1316","1.22","9.0","22.5","29.1","16.0"
"USC00116526","OTTAWA 5 SW, IL US","2006-01","0","0","7","7","4","1","0","23","3","0","0","19","4","4.0","0.79","59","3267","930","2.25","4.0","35.0","41.8","28.2"
"USC00116526","OTTAWA 5 SW, IL US","2006-02","0","0","4","3","1","1","2","28","5","0","0","-7","1","1.0","0.65","58","4290","1023","1.23","1.0","28.5","38.5","18.4"
"USC00116526","OTTAWA 5 SW, IL US","2006-03","0","0","13","9","0","0","0","22","0","2","0","15","0","0.5","0.80","72","5080","791","2.97","0.5","39.5","49.5","29.5"
"USC00116526","OTTAWA 5 SW, IL US","2006-04","6","6","12","5","0","0","0","3","0","16","0","28","0","0.0","0.97","84","5375","294","2.85","0.0","55.4","68.2","42.6"
"USC00116526","OTTAWA 5 SW, IL US","2006-05","85","79","16","10","0","0","0","0","0","18","3","39","0","0.0","1.42","94","5570","195","4.25","0.0","61.1","70.8","51.3"
"USC00116526","OTTAWA 5 SW, IL US","2006-06","244","159","9","5","0","0","0","0","0","28","3","46","0","0.0","1.25","91","5600","29","2.96","0.0","69.5","80.1","58.9"
"USC00116526","OTTAWA 5 SW, IL US","2006-07","609","366","9","5","0","0","0","0","0","31","9","54","0","0.0","1.09","96","0","0","2.52","0.0","76.8","86.1","67.5"
"USC00116526","OTTAWA 5 SW, IL US","2006-08","873","264","10","7","0","0","0","0","0","30","3","58","0","0.0","1.77","97","0","0","6.00","0.0","73.5","82.3","64.7"
"USC00116526","OTTAWA 5 SW, IL US","2006-09","935","62","13","8","0","0","0","0","0","20","0","42","0","0.0","1.75","85","105","105","5.29","0.0","63.6","73.7","53.4"
"USC00116526","OTTAWA 5 SW, IL US","2006-10","957","22","10","6","0","0","0","7","0","8","0","28","0","0.0","1.03","89","566","460","3.53","0.0","50.4","60.9","40.0"
"USC00116526","OTTAWA 5 SW, IL US","2006-11","957","0","8","4","0","0","0","14","0","1","0","21","0","0.0","2.00","76","1191","626","3.17","0.0","43.6","52.2","35.0"
"USC00116526","OTTAWA 5 SW, IL US","2006-12","957","0","7","5","11","0","0","23","6","0","0","2","5","0.5","0.90","56","2156","965","2.22","0.5","32.9","40.6","25.2"
"USC00116526","OTTAWA 5 SW, IL US","2007-01","0","0","7","5","10","2","0","27","15","0","0","4","3","2.0","1.05","55","3309","1152","2.10","3.8","27.8","35.3","20.3"
"USC00116526","OTTAWA 5 SW, IL US","2007-02","0","0","7","4","22","6","11","28","19","0","0","-9","8","4.0","0.90","47","4648","1339","1.64","13.0","17.2","25.1","9.3"
"USC00116526","OTTAWA 5 SW, IL US","2007-03","8","8","14","10","0","0","0","18","3","6","0","14","0","0.0","1.78","80","5289","641","5.41","0.0","44.6","54.8","34.4"
"USC00116526","OTTAWA 5 SW, IL US","2007-04",,,,,"0","0",,,,,,,"0","0.0",,,,,,"0.0",,,
"USC00116526","OTTAWA 5 SW, IL US","2007-05",,"100","7","3","0","0","0","0","0","28","0","40","0","0.0","0.85","89",,"43","1.24","0.0","67.0","79.4","54.6"
"USC00116526","OTTAWA 5 SW, IL US","2007-06",,"206","8","7","0","0","0","0","0","29","5","49","0","0.0","1.34","93",,"16","4.34","0.0","71.3","81.2","61.4"
"USC00116526","OTTAWA 5 SW, IL US","2007-07",,"230","9","8","0","0","0","0","0","31","2","54","0","0.0","2.60","91","0","0","5.96","0.0","72.4","82.5","62.3"
"USC00116526","OTTAWA 5 SW, IL US","2007-08",,"316","15","12","0","0","0","0","0","30","5","52","0","0.0","4.65","91","1","1","14.27","0.0","75.2","84.0","66.3"
"USC00116526","OTTAWA 5 SW, IL US","2007-09",,"155","4","3",,,"0","0","0","28","4","37",,,"0.29","92","52","51","0.56",,"68.4","81.8","55.1"
"USC00116526","OTTAWA 5 SW, IL US","2007-10",,"61","8","6","0","0","0","0","0","15","1","34","0","0.0","0.88","90","265","213","2.87","0.0","59.9","71.2","48.6"
"USC00116526","OTTAWA 5 SW, IL US","2007-11",,"0","0","0","0","0","0","19","0","0","0","20","0","0.0","0.00","68","993","728","0.00","0.0","40.7","50.5","30.9"
"USC00116526","OTTAWA 5 SW, IL US","2007-12",,"0","14","9","20","4","0","30","18","0","0","5","6","5.0","0.58","50","2154","1161","2.56","10.0","26.4","33.3","19.5"
"USC00116526","OTTAWA 5 SW, IL US","2008-01","0","0","8","5","12","3","9","26","16","0","0","-11","4","3.0","1.60","65","3430","1276","2.30","7.5","23.8","33.2","14.5"
"USC00116526","OTTAWA 5 SW, IL US","2008-02","0","0","14","8","26","8","4","28","16","0","0","-3","9","7.0","0.85","46","4696","1266","3.15","21.0","21.3","29.1","13.6"
"USC00116526","OTTAWA 5 SW, IL US","2008-03","0","0","7","4","1","0","0","26","2","0","0","10","1","0.0","0.44","63","5613","916","1.20","0.0","35.4","44.8","26.0"
"USC00116526","OTTAWA 5 SW, IL US","2008-04","11","11","14","9","0","0","0","4","0","8","0","29","0","0.0","0.69","81","6028","416","3.66","0.0","51.0","61.5","40.5"
"USC00116526","OTTAWA 5 SW, IL US","2008-05","25","14","12","10","0","0","0","0","0","13","0","39","0","0.0","1.35","83","6262","233","3.75","0.0","57.9","68.7","47.1"
"USC00116526","OTTAWA 5 SW, IL US","2008-06","200","176","6","5","0","0","0","0","0","26","1","53","0","0.0","0.80","90","6264","2","1.97","0.0","71.7","81.3","62.0"
"USC00116526","OTTAWA 5 SW, IL US","2008-07","470","269","9","9","0","0","0","0","0","31","0","50","0","0.0","1.90","88","1","1","6.87","0.0","73.6","83.3","64.0"
"USC00116526","OTTAWA 5 SW, IL US","2008-08","656","186","6","5","0","0","0","0","0","31","0","54","0","0.0","1.22","88","2","0","2.56","0.0","71.0","81.4","60.5"
"USC00116526","OTTAWA 5 SW, IL US","2008-09","752","96","10","8","0","0","0","0","0","23","2","46","0","0.0","2.34","90","55","53","7.99","0.0","66.5","76.7","56.2"
"USC00116526","OTTAWA 5 SW, IL US","2008-10","763","10","6","3","0","0","0","3","0","6","0","27","0","0.0","1.19","87","454","399","2.25","0.0","52.5","63.3","41.6"
"USC00116526","OTTAWA 5 SW, IL US","2008-11","763","0","5","4","0","1","0","17","1","5","0","15","0","1.0","0.40","74","1183","729","0.98","1.0","40.7","49.5","32.0"
"USC00116526","OTTAWA 5 SW, IL US","2008-12","763","0","15","7","23","4","3","29","15","0","0","-6","7","3.6","1.04","57","2483","1300","4.50","9.6","23.1","33.2","12.8"
"USC00116526","OTTAWA 5 SW, IL US","2009-01","0","0","11","4","25","8","6","31","27","0","0","-20","9","5.0","0.21","38","4031","1548","0.79","15.6","15.1","23.3","6.8"
"USC00116526","OTTAWA 5 SW, IL US","2009-02","0","0","7","4","11","1","2","24","10","0","0","-2","5","2.0","0.97","62","5005","973","2.00","2.5","28.9","38.4","19.5"
"USC00116526","OTTAWA 5 SW, IL US","2009-03","0","0","9","7","1","1","0","19","5","2","0","11","3","3.0","2.16","74","5736","731","6.20","3.0","40.6","51.4","29.9"
"USC00116526","OTTAWA 5 SW, IL US","2009-04","4","4","16","12","1","1","0","6","0","9","0","28","1","3.0","0.95","82","6199","463","5.47","3.0","49.7","60.8","38.7"
"USC00116526","OTTAWA 5 SW, IL US","2009-05","38","34","10","8","0","0","0","0","0","18","0","39","0","0.0","1.19","86","6328","129","4.66","0.0","61.9","72.5","51.3"
"USC00116526","OTTAWA 5 SW, IL US","2009-06","227","188","14","8","0","0","0","0","0","28","5","43","0","0.0","1.35","94","6354","26","4.28","0.0","70.4","80.3","60.5"
"USC00116526","OTTAWA 5 SW, IL US","2009-07","356","129","9","6","0","0","0","0","0","25","0","55","0","0.0","0.91","85","12","12","3.52","0.0","69.0","77.6","60.3"
"USC00116526","OTTAWA 5 SW, IL US","2009-08","520","164","10","8","0","0","0","0","0","29","1","45","0","0.0","1.90","90","31","19","5.85","0.0","69.8","79.0","60.6"
"USC00116526","OTTAWA 5 SW, IL US","2009-09","566","46","7","2","0","0","0","0","0","25","0","45","0","0.0","0.61","82","83","52","1.31","0.0","64.8","75.4","54.2"
"USC00116526","OTTAWA 5 SW, IL US","2009-10","566","0","22","10","0","0","0","1","0","1","0","31","0","0.0","2.11","71","584","501","6.74","0.0","48.8","56.0","41.6"
"USC00116526","OTTAWA 5 SW, IL US","2009-11","566","0","7","4","0","0","0","10","0","3","0","28","0","0.0","0.66","75","1139","554","1.45","0.0","45.9","55.1","36.6"
"USC00116526","OTTAWA 5 SW, IL US","2009-12","566","0","13","7","17","7","0","28","14","0","0","1","6","3.0","1.64","57","2276","1138","3.90","12.8","27.0","33.3","20.6"
"USC00116526","OTTAWA 5 SW, IL US","2010-01","0","0","8","3","23","1","7","29","24","0","0","-9","10","4.0","0.48","43","3720","1443","1.15","4.5","18.4","25.4","11.5"
"USC00116526","OTTAWA 5 SW, IL US","2010-02","0","0","8","3","21","3","0","28","14","0","0","3","5","4.0","0.43","42","4841","1122","1.07","9.3","24.9","32.3","17.6"
"USC00116526","OTTAWA 5 SW, IL US","2010-03","0","0","9","6","0","0","0","17","0","0","0","22","0","0.0","1.21","68","5520","679","2.89","0.0","42.4","52.5","32.2"
"USC00116526","OTTAWA 5 SW, IL US","2010-04","22","22","9","5","0","0","0","1","0","15","0","32","0","0.0","0.62","85","5761","241","2.07","0.0","57.7","70.8","44.6"
"USC00116526","OTTAWA 5 SW, IL US","2010-05","124","102","14","8","0","0","0","0","0","20","3","36","0","0.0","1.81","93","5907","145","5.60","0.0","63.6","74.0","53.2"
"USC00116526","OTTAWA 5 SW, IL US","2010-06","356","232","19","12","0","0","0","0","0","30","0","55","0","0.0","1.63","89","5907","0","9.23","0.0","72.7","81.9","63.5"
"USC00116526","OTTAWA 5 SW, IL US","2010-07","728","373","7","5","0","0","0","0","0","31","7","54","0","0.0","0.54","92","0","0","1.30","0.0","77.0","86.5","67.6"
"USC00116526","OTTAWA 5 SW, IL US","2010-08","1065","336","8","5","0","0","0","0","0","30","8","53","0","0.0","0.69","94","0","0","2.05","0.0","76.2","86.4","66.0"
"USC00116526","OTTAWA 5 SW, IL US","2010-09","1177","112","10","7","0","0","0","0","0","25","1","41","0","0.0","0.75","92","57","57","2.63","0.0","66.8","78.9","54.8"
"USC00116526","OTTAWA 5 SW, IL US","2010-10","1193","16","5","3","0","0","0","2","0","16","0","28","0","0.0","0.48","89","346","289","1.13","0.0","56.2","70.1","42.3"
"USC00116526","OTTAWA 5 SW, IL US","2010-11","1193","0","10","3","0","0","0","18","0","5","0","20","0","0.0","0.85","73","998","651","2.26","0.0","43.3","54.1","32.5"
"USC00116526","OTTAWA 5 SW, IL US","2010-12","1193","0","10","7","28","6","2","30","24","0","0","-3","9","6.0","0.57","46","2398","1400","2.51","18.7","19.8","27.4","12.3"
"USC00116526","OTTAWA 5 SW, IL US","2011-01","0","0","8","3",,,"4","30","23","0","0","-6",,,"0.26","54","3727","1329","0.69",,"20.7","28.6","12.8"
"USC00116526","OTTAWA 5 SW, IL US","2011-02","0","0","9","7","18","4","6","24","11","0","0","-11","10","6.0","0.70","58","4815","1088","2.90","10.2","26.1","33.9","18.4"
"USC00116526","OTTAWA 5 SW, IL US","2011-03","0","0","7","3","0","0","0","22","0","0","0","20","0","0.2","0.41","69","5625","810","1.04","0.2","38.9","48.5","29.2"
"USC00116526","OTTAWA 5 SW, IL US","2011-04","2","2","18","14",,,"0","2","0","4","0","26",,,"1.19","84","6084","459","6.22",,"49.7","59.9","39.6"
"USC00116526","OTTAWA 5 SW, IL US","2011-05","85","83","14","9",,,"0","0","0","18","2","33",,,"2.34","92","6283","198","6.14",,"61.3","71.8","50.8"
"USC00116526","OTTAWA 5 SW, IL US","2011-06","282","197","14","8",,,"0","0","0","28","5","53",,,"2.00","94","6289","6","5.74",,"71.5","80.4","62.5"
"USC00116526","OTTAWA 5 SW, IL US","2011-07","675","393","7","5",,,"0","0","0","29","9","55",,,"0.29","97","0","0","1.13",,"78.6","88.1","69.1"
"USC00116526","OTTAWA 5 SW, IL US","2011-08","958","283","6","5",,,"0","0","0","30","7","55",,,"1.68","93","0","0","3.37",,"74.4","85.2","63.6"
"USC00116526","OTTAWA 5 SW, IL US","2011-09","1036","78","11","9",,,"0","0","0","17","2","38",,,"1.13","95","144","144","3.51",,"62.7","73.1","52.4"
"USC00116526","OTTAWA 5 SW, IL US","2011-10","1056","20","8","5",,,"0","2","0","12","0","26",,,"0.95","86","473","329","1.57",,"55.0","67.8","42.3"
"USC00116526","OTTAWA 5 SW, IL US","2011-11","1056","0","11","6",,,"0","9","0","2","0","23",,,"1.25","72","1103","630","4.73",,"44.0","52.7","35.3"
"USC00116526","OTTAWA 5 SW, IL US","2011-12","1056","0","10","5",,,"0","25","1","0","0","11",,,"0.91","56","2015","911","2.29",,"34.5","42.1","26.9"
"USC00116526","OTTAWA 5 SW, IL US","2012-01","0","0","9","4","6","2","0","29","7","0","0","2","5","5.0","0.41","55","3082","1068","1.10","10.0","29.2","38.1","20.4"
"USC00116526","OTTAWA 5 SW, IL US","2012-02","0","0","9","5","1","1","0","26","3","0","0","10","1","1.0","0.40","59","4007","925","1.20","1.8","33.1","41.4","24.8"
"USC00116526","OTTAWA 5 SW, IL US","2012-03","45","45","10","6","0","0","0","7","0","14","0","21","0","0.0","0.53","85","4372","365","1.44","0.0","54.1","65.7","42.5"
"USC00116526","OTTAWA 5 SW, IL US","2012-04","47","1","6","3","0","0","0","5","0","7","0","29","0","0.0","0.44","84","4724","352","1.19","0.0","52.9","65.2","40.5"
"USC00116526","OTTAWA 5 SW, IL US","2012-05","168","121","10","8",,,"0","0","0","25","2","46",,,"1.48","94","4798","73","4.35",,"66.6","78.1","55.1"
"USC00116526","OTTAWA 5 SW, IL US","2012-06","403","236","4","4",,,"0","0","0","28","7","47",,,"1.04","98","4825","27","2.25",,"72.2","83.2","61.2"
"USC00116526","OTTAWA 5 SW, IL US","2012-07","910","506","4","2",,,"0","0","0","31","21","57",,,"1.44","104","0","0","1.84",,"81.3","93.1","69.6"
"USC00116526","OTTAWA 5 SW, IL US","2012-08","1178","268","7","6",,,"0","0","0","30","11","52",,,"1.08","98","0","0","3.05",,"73.9","86.6","61.3"
"USC00116526","OTTAWA 5 SW, IL US","2012-09","1279","102","8","6",,,"0","0","0","22","2","37",,,"0.81","92","80","79","2.30",,"65.6","78.3","52.9"
"USC00116526","OTTAWA 5 SW, IL US","2012-10","1287","8","11","9","0","0","0","5","0","9","0","29","0","0.0","0.83","80","457","377","3.23","0.0","52.3","63.5","41.0"
"USC00116526","OTTAWA 5 SW, IL US","2012-11","1287","0","5","3","0","0","0","20","0","1","0","14","0","0.0","0.60","70","1183","725","0.88","0.0","40.0","49.3","30.7"
"USC00116526","OTTAWA 5 SW, IL US","2012-12","1287","0","7","4","0","0","0","21","6","1","0","13","0","0.1","0.82","71","2069","886","1.36","0.1","35.2","43.5","27.0"
"USC00116526","OTTAWA 5 SW, IL US","2013-01","0","0",,,,,"2","26","13","0","0","0",,,,"65","3147","1079",,,"26.5","36.7","16.2"
"USC00116526","OTTAWA 5 SW, IL US","2013-02","0","0","11","7","10","4","2","27","11","0","0","0","6","4.7","0.73","53","4247","1100","2.48","8.9","25.7","33.8","17.7"
"USC00116526","OTTAWA 5 SW, IL US","2013-03","0","0","8","3","12","2","0","26","3","0","0","11","8","7.0","0.70","58","5245","998","1.89","8.6","31.7","39.5","23.9"
"USC00116526","OTTAWA 5 SW, IL US","2013-05",,"99","12","10",,,"0","0","0","21","1","38",,,"1.13","92",,"137","4.95",,"63.8","75.3","52.3"
"USC00116526","OTTAWA 5 SW, IL US","2013-06",,"156","15","9",,,"0","0","0","28","1","45",,,"0.94","93",,"44","5.11",,"68.7","80.2","57.3"
"USC00116526","OTTAWA 5 SW, IL US","2013-07",,"237","3","2",,,"0","0","0","27","5","53",,,"0.55","94","8","8","0.87",,"72.6","83.4","61.8"
"USC00116526","OTTAWA 5 SW, IL US","2013-08",,"175","5","3",,,"0","0","0","31","5","49",,,"2.00","94","20","12","2.74",,"70.2","83.0","57.5"
"USC00116526","OTTAWA 5 SW, IL US","2013-09",,"122","4","4",,,"0","0","0","27","4","44",,,"0.50","96","82","61","1.49",,"67.2","80.3","54.0"
