,COUNTY,YEAR,MONTH,TMP_HIGH,TMP_AVG,TMP_LOW,DP_HIGH,DP_AVG,DP_LOW,HUM_HIGH,HUM_AVG,HUM_LOW,SEALVL_HIGH,SEALVL_AVG,SEALVL_LOW,VIS_HIGH,VIS_AVG,VIS_LOW,WIND_HIGH,WIND_AVG,PRECIP,NUMDAY_RAIN,NUM_DAYS_SNOW,NUM_DAYS_FOG,NUM_DAYS_THNDRSTRM
1345,shelby,2003,DEC,57.0,36.6774193548,15.0,54.0,30.7741935484,12.0,100.0,80.0967741935,34.0,30.6,30.0819354839,29.35,10.0,8.48387096774,0.0,24.0,8.38709677419,0.21,11.0,8.0,2.0,1.0
1346,shelby,2004,JAN,64.0,28.064516129,-9.0,61.0,22.1612903226,-11.0,100.0,80.1935483871,41.0,30.66,30.13,29.65,10.0,8.54838709677,0.0,22.0,7.83870967742,0.59,5.0,8.0,0.0,2.0
1347,shelby,2004,FEB,62.0,33.8275862069,10.0,50.0,27.0,3.0,100.0,78.0344827586,36.0,30.54,30.1831034483,29.42,10.0,8.58620689655,0.0,32.0,7.48275862069,0.0,3.0,7.0,2.0,1.0
1348,shelby,2004,MAR,75.0,47.6774193548,23.0,64.0,39.3548387097,18.0,100.0,74.6774193548,36.0,30.53,30.1232258065,29.54,10.0,8.70967741935,0.0,31.0,8.22580645161,1.09,18.0,2.0,2.0,3.0
1349,shelby,2004,ARP,84.0,56.7666666667,30.0,66.0,44.5,27.0,100.0,65.9,27.0,30.23,30.0036666667,29.62,10.0,9.43333333333,1.0,26.0,7.73333333333,0.0,10.0,0.0,0.0,5.0
1350,shelby,2004,MAY,87.0,68.064516129,42.0,73.0,61.0,36.0,100.0,79.1290322581,39.0,30.31,29.9606451613,29.47,10.0,8.51612903226,0.0,24.0,6.35483870968,0.23,14.0,0.0,2.0,12.0
1351,shelby,2004,JUN,89.0,71.1333333333,48.0,73.0,60.4666666667,39.0,100.0,69.6666666667,28.0,30.26,30.025,29.72,10.0,9.23333333333,1.0,21.0,4.06666666667,0.06,10.0,0.0,0.0,7.0
1352,shelby,2004,JUL,93.0,73.7419354839,51.0,79.0,65.7419354839,48.0,100.0,77.0322580645,44.0,30.26,29.9670967742,29.7,10.0,7.87096774194,0.0,23.0,4.29032258065,0.0,13.0,0.0,3.0,10.0
1353,shelby,2004,AUG,89.0,69.8387096774,46.0,79.0,61.3548387097,45.0,100.0,74.935483871,34.0,30.32,30.0277419355,29.76,10.0,8.32258064516,0.0,18.0,3.70967741935,1.27,9.0,0.0,5.0,7.0
1354,shelby,2004,SEP,86.0,68.5333333333,42.0,72.0,56.0333333333,39.0,100.0,67.6,21.0,30.34,30.1046666667,29.88,10.0,7.86666666667,0.0,16.0,3.23333333333,0.0,2.0,0.0,4.0,1.0
1355,shelby,2004,OCT,84.0,55.0555555556,32.0,63.0,42.0,23.0,100.0,65.7222222222,19.0,30.43,30.0211111111,29.44,10.0,7.72222222222,0.0,24.0,5.33333333333,0.0,10.0,0.0,3.0,3.0
1356,shelby,2004,NOV,71.0,47.4444444444,26.0,57.0,39.0,23.0,100.0,74.1851851852,34.0,30.71,30.1437037037,29.26,10.0,8.2962962963,0.0,26.0,6.25925925926,0.0,11.0,1.0,2.0,3.0
1357,shelby,2004,DEC,64.0,34.0967741935,1.0,57.0,26.0322580645,-8.0,100.0,73.1290322581,34.0,30.7,30.1177419355,29.41,10.0,9.06451612903,0.0,26.0,8.29032258065,0.0,4.0,6.0,1.0,1.0
1358,shelby,2005,JAN,66.0,32.3225806452,-5.0,61.0,26.9032258065,-9.0,100.0,80.5161290323,44.0,30.83,30.2206451613,29.52,10.0,7.61290322581,0.0,30.0,7.12903225806,0.0,12.0,6.0,5.0,2.0
1359,shelby,2005,FEB,69.0,37.9285714286,19.0,52.0,31.25,12.0,100.0,78.3214285714,43.0,30.44,30.1396428571,29.58,10.0,7.32142857143,0.0,24.0,6.46428571429,0.0,11.0,7.0,3.0,0.0
1360,shelby,2005,MAR,75.0,40.8064516129,19.0,55.0,29.4516129032,10.0,100.0,65.1612903226,27.0,30.33,29.935483871,29.44,10.0,8.54838709677,1.0,26.0,8.25806451613,0.0,10.0,4.0,0.0,4.0
1361,shelby,2005,ARP,82.0,56.6,35.0,61.0,42.6333333333,21.0,94.0,62.0666666667,20.0,30.39,29.938,29.52,10.0,9.03333333333,1.0,32.0,7.33333333333,0.0,12.0,0.0,0.0,3.0
1362,shelby,2005,MAY,87.0,62.5161290323,32.0,66.0,47.6451612903,19.0,100.0,60.9677419355,23.0,30.35,29.9929032258,29.68,10.0,9.09677419355,0.0,29.0,5.29032258065,0.04,8.0,0.0,1.0,6.0
1363,shelby,2005,JUN,96.0,74.9,53.0,73.0,62.6,48.0,94.0,66.9666666667,29.0,30.21,29.938,29.71,10.0,8.33333333333,1.0,25.0,4.0,0.04,6.0,0.0,0.0,2.0
1364,shelby,2005,JUL,100.0,76.7741935484,53.0,77.0,64.935483871,52.0,94.0,68.2258064516,29.0,30.26,29.985483871,29.73,10.0,8.25806451613,0.0,25.0,3.93548387097,1.95,10.0,0.0,2.0,0.0
1365,shelby,2005,AUG,98.0,77.2580645161,60.0,75.0,66.0967741935,54.0,100.0,71.3548387097,29.0,30.19,29.9738709677,29.56,10.0,7.45161290323,0.0,20.0,3.16129032258,1.37,14.0,0.0,6.0,2.0
1366,shelby,2005,SEP,93.0,71.7,39.0,72.0,58.7333333333,28.0,100.0,68.1,22.0,30.29,30.0566666667,29.69,10.0,8.03333333333,0.0,24.0,3.6,2.64,9.0,0.0,3.0,3.0
1367,shelby,2005,OCT,87.0,56.7741935484,30.0,70.0,46.1290322581,27.0,100.0,70.3548387097,19.0,30.47,30.075483871,29.8,10.0,8.77419354839,0.0,21.0,4.25806451613,0.91,7.0,0.0,2.0,2.0
1368,shelby,2005,NOV,77.0,46.6666666667,15.0,63.0,34.1333333333,0.0,100.0,63.6333333333,24.0,30.61,30.005,29.34,10.0,9.3,0.0,31.0,8.8,3.19,7.0,2.0,2.0,1.0
1369,shelby,2005,DEC,53.0,29.7741935484,6.0,48.0,24.0322580645,1.0,100.0,78.8387096774,46.0,30.68,30.0622580645,29.37,10.0,7.87096774194,0.0,25.0,7.32258064516,0.81,8.0,9.0,3.0,0.0
1370,shelby,2006,JAN,62.0,40.5483870968,19.0,59.0,33.0,12.0,100.0,75.6129032258,35.0,30.57,29.9770967742,29.44,10.0,8.35483870968,0.0,34.0,9.70967741935,2.04,12.0,4.0,1.0,0.0
1371,shelby,2006,FEB,64.0,33.75,6.0,57.0,23.2142857143,-8.0,100.0,66.3928571429,28.0,30.74,30.0935714286,29.51,10.0,9.0,0.0,29.0,7.5,0.69,5.0,6.0,2.0,0.0
1372,shelby,2006,MAR,77.0,43.935483871,15.0,63.0,33.8387096774,12.0,100.0,69.5161290323,28.0,30.48,30.0877419355,29.11,10.0,8.77419354839,0.0,30.0,8.38709677419,3.33,12.0,3.0,1.0,0.0
1373,shelby,2006,ARP,87.0,58.1724137931,28.0,64.0,44.7931034483,27.0,94.0,62.4827586207,23.0,30.32,29.9375862069,29.41,10.0,9.65517241379,2.0,29.0,7.37931034483,1.31,8.0,0.0,0.0,0.0
1374,shelby,2006,MAY,91.0,63.0322580645,42.0,72.0,51.8064516129,32.0,100.0,68.7419354839,25.0,30.24,29.8922580645,29.56,10.0,8.8064516129,0.0,25.0,5.64516129032,2.24,17.0,0.0,1.0,0.0
1375,shelby,2006,JUN,93.0,72.7,53.0,72.0,59.8,46.0,100.0,65.6666666667,29.0,30.16,29.9933333333,29.76,10.0,8.86666666667,0.0,20.0,3.8,1.43,10.0,0.0,1.0,0.0
1376,shelby,2006,JUL,96.0,77.3333333333,55.0,77.0,66.1333333333,48.0,94.0,70.4,32.0,30.32,29.996,29.78,10.0,8.53333333333,0.0,20.0,4.06666666667,1.06,11.0,0.0,2.0,0.0
1377,shelby,2006,AUG,96.0,75.25,57.0,77.0,66.6785714286,55.0,94.0,75.8928571429,31.0,30.18,29.9882142857,29.74,10.0,7.85714285714,0.0,21.0,3.28571428571,3.57,13.0,0.0,4.0,0.0
1378,shelby,2006,SEP,87.0,64.0666666667,39.0,70.0,55.1,36.0,100.0,74.1666666667,32.0,30.16,29.9626666667,29.57,10.0,8.33333333333,0.0,20.0,3.93333333333,3.44,12.0,0.0,5.0,0.0
1379,shelby,2006,OCT,89.0,52.5161290323,26.0,66.0,41.0322580645,14.0,100.0,67.6451612903,18.0,30.46,30.0,29.43,10.0,8.93548387097,0.0,26.0,6.77419354839,3.5,11.0,0.0,2.0,0.0
1380,shelby,2006,NOV,73.0,45.6666666667,19.0,63.0,36.5333333333,18.0,100.0,73.1666666667,26.0,30.54,30.0986666667,29.41,10.0,7.76666666667,0.0,24.0,6.1,3.31,9.0,0.0,3.0,0.0
1381,shelby,2006,DEC,62.0,39.0967741935,5.0,57.0,30.935483871,1.0,100.0,73.5483870968,24.0,30.75,30.19,29.39,10.0,8.70967741935,1.0,31.0,7.70967741935,2.81,9.0,3.0,0.0,0.0
1382,shelby,2007,JAN,57.0,33.4516129032,6.0,54.0,26.3870967742,1.0,100.0,76.1935483871,36.0,30.74,30.164516129,29.63,10.0,8.38709677419,0.0,26.0,9.03225806452,2.66,10.0,8.0,0.0,9.0
1383,shelby,2007,FEB,51.0,25.8571428571,0.0,45.0,15.1071428571,-11.0,100.0,66.25,26.0,30.67,30.1078571429,29.39,10.0,8.96428571429,0.0,30.0,8.32142857143,1.6,6.0,8.0,0.0,12.0
1384,shelby,2007,MAR,82.0,51.935483871,17.0,63.0,39.6774193548,10.0,94.0,65.3548387097,22.0,30.56,30.1141935484,29.17,10.0,9.0,1.0,32.0,8.12903225806,0.76,13.0,1.0,0.0,16.0
1385,shelby,2007,ARP,87.0,52.3,24.0,64.0,38.1333333333,9.0,94.0,61.2666666667,23.0,30.32,29.9863333333,29.28,10.0,9.5,1.0,32.0,8.46666666667,2.26,7.0,1.0,0.0,11.0
1386,shelby,2007,MAY,87.0,68.0322580645,39.0,70.0,54.6129032258,28.0,100.0,64.4193548387,21.0,30.36,30.0880645161,29.86,10.0,8.12903225806,0.0,22.0,4.96774193548,2.59,12.0,0.0,2.0,10.0
1387,shelby,2007,JUN,93.0,73.6,53.0,73.0,60.4666666667,45.0,94.0,66.1333333333,24.0,30.25,29.9723333333,29.56,10.0,8.83333333333,0.0,24.0,4.1,3.19,15.0,0.0,2.0,13.0
1388,shelby,2007,JUL,89.0,73.1612903226,55.0,75.0,62.6129032258,52.0,94.0,69.935483871,35.0,30.24,30.0006451613,29.79,10.0,8.83870967742,1.0,16.0,3.12903225806,1.96,8.0,0.0,0.0,10.0
1389,shelby,2007,AUG,98.0,80.0322580645,57.0,77.0,65.3870967742,46.0,94.0,63.4838709677,20.0,30.2,29.9729032258,29.78,10.0,8.93548387097,0.0,32.0,4.25806451613,0.5,9.0,0.0,1.0,13.0
1390,shelby,2007,SEP,95.0,71.4,41.0,73.0,55.5,30.0,94.0,61.6333333333,18.0,30.39,30.0753333333,29.88,10.0,9.03333333333,1.0,22.0,3.66666666667,1.16,7.0,0.0,0.0,9.0
1391,shelby,2007,OCT,91.0,61.0,30.0,70.0,49.2903225806,28.0,100.0,67.6451612903,24.0,30.62,30.0216129032,29.35,10.0,9.03225806452,0.0,24.0,6.1935483871,2.44,13.0,0.0,2.0,12.0
1392,shelby,2007,NOV,69.0,43.9666666667,23.0,61.0,33.2,16.0,100.0,67.7666666667,26.0,30.51,30.1323333333,29.73,10.0,8.76666666667,0.0,26.0,6.6,1.66,7.0,2.0,1.0,10.0
1393,shelby,2007,DEC,62.0,34.4516129032,10.0,59.0,29.2580645161,7.0,100.0,81.9032258065,46.0,30.49,30.0941935484,29.44,10.0,6.90322580645,0.0,33.0,6.48387096774,1.87,18.0,5.0,5.0,11.0
1394,shelby,2008,JAN,68.0,29.5161290323,0.0,57.0,21.4193548387,-8.0,100.0,71.0967741935,33.0,30.82,30.1483870968,29.09,10.0,8.70967741935,0.0,36.0,9.90322580645,1.66,6.0,8.0,0.0,8.0
1395,shelby,2008,FEB,64.0,30.5517241379,10.0,61.0,23.7931034483,-6.0,100.0,77.4137931034,35.0,30.55,30.0227586207,29.24,10.0,7.51724137931,0.0,32.0,8.79310344828,1.77,9.0,15.0,4.0,10.0
1396,shelby,2008,MAR,71.0,42.064516129,17.0,57.0,33.4838709677,10.0,100.0,72.9032258065,23.0,30.43,30.0516129032,29.61,10.0,8.58064516129,0.0,25.0,7.96774193548,6.08,14.0,3.0,1.0,15.0
1397,shelby,2008,ARP,82.0,52.7666666667,30.0,63.0,42.0,27.0,100.0,68.0333333333,30.0,30.48,29.9996666667,29.5,10.0,8.86666666667,0.0,32.0,7.86666666667,2.32,10.0,0.0,1.0,12.0
1398,shelby,2008,MAY,86.0,60.1935483871,35.0,72.0,50.0322580645,34.0,100.0,69.3225806452,25.0,30.28,29.8596774194,29.18,10.0,9.06451612903,0.0,34.0,6.58064516129,5.25,19.0,0.0,2.0,13.0
1399,shelby,2008,JUN,91.0,74.1,53.0,75.0,62.4333333333,45.0,100.0,68.2666666667,32.0,30.22,29.936,29.53,10.0,9.63333333333,0.0,25.0,5.7,4.27,13.0,0.0,1.0,15.0
1400,shelby,2008,JUL,93.0,75.0322580645,57.0,75.0,65.6129032258,54.0,100.0,73.6774193548,33.0,30.2,29.9829032258,29.77,10.0,8.70967741935,0.0,41.0,3.61290322581,4.23,16.0,0.0,1.0,17.0
1401,shelby,2008,AUG,89.0,72.1935483871,55.0,77.0,63.4193548387,52.0,100.0,73.5161290323,39.0,30.21,29.9883870968,29.77,10.0,8.64516129032,0.0,15.0,2.58064516129,0.87,6.0,0.0,2.0,10.0
1402,shelby,2008,SEP,93.0,68.3333333333,48.0,73.0,59.0666666667,36.0,100.0,76.1666666667,20.0,30.33,30.081,29.22,10.0,7.86666666667,0.0,37.0,3.46666666667,3.63,11.0,0.0,6.0,12.0
1403,shelby,2008,OCT,84.0,56.1612903226,28.0,66.0,44.7741935484,16.0,100.0,68.7419354839,24.0,30.49,30.17,29.83,10.0,9.22580645161,0.0,28.0,5.03225806452,3.92,7.0,0.0,1.0,5.0
1404,shelby,2008,NOV,73.0,41.6333333333,17.0,59.0,32.3666666667,10.0,100.0,70.9,31.0,30.62,30.0903333333,29.3,10.0,8.86666666667,0.0,28.0,6.6,1.71,7.0,4.0,3.0,7.0
1405,shelby,2008,DEC,69.0,31.7419354839,3.0,61.0,24.0322580645,-6.0,100.0,75.9032258065,41.0,30.67,30.1325806452,29.38,10.0,8.67741935484,0.0,30.0,9.87096774194,3.08,11.0,10.0,3.0,9.0
1406,shelby,2009,JAN,57.0,24.7419354839,-4.0,55.0,17.1612903226,-13.0,100.0,74.0,34.0,30.83,30.1116129032,29.41,10.0,8.51612903226,0.0,25.0,7.90322580645,0.25,4.0,14.0,2.0,3.0
1407,shelby,2009,FEB,66.0,35.5357142857,1.0,57.0,26.7142857143,-2.0,100.0,71.2857142857,37.0,30.64,30.1439285714,29.27,10.0,9.0,0.0,30.0,9.25,2.12,6.0,4.0,1.0,9.0
1408,shelby,2009,MAR,75.0,47.7419354839,15.0,59.0,34.8387096774,7.0,100.0,62.7096774194,23.0,30.67,30.1064516129,29.28,10.0,9.58064516129,1.0,29.0,8.1935483871,1.29,9.0,1.0,0.0,9.0
1409,shelby,2009,ARP,82.0,54.0666666667,30.0,64.0,42.7333333333,25.0,100.0,67.9666666667,28.0,30.4,29.9573333333,29.25,10.0,8.93333333333,0.0,28.0,8.9,5.58,13.0,1.0,1.0,11.0
1410,shelby,2009,MAY,84.0,63.3870967742,39.0,72.0,53.1935483871,30.0,100.0,70.0967741935,29.0,30.4,30.0083870968,29.59,10.0,8.77419354839,0.0,23.0,4.32258064516,2.49,14.0,0.0,1.0,12.0
1411,shelby,2009,JUN,93.0,73.9,50.0,79.0,64.2,36.0,100.0,72.6333333333,27.0,30.05,29.8746666667,29.65,10.0,8.63333333333,1.0,28.0,4.23333333333,2.27,12.0,0.0,0.0,20.0
1412,shelby,2009,JUL,87.0,71.3225806452,57.0,75.0,62.1290322581,52.0,100.0,73.3870967742,35.0,30.17,29.9632258065,29.72,10.0,9.16129032258,0.0,20.0,3.77419354839,2.92,9.0,0.0,3.0,11.0
1413,shelby,2009,AUG,91.0,71.7419354839,50.0,75.0,63.4838709677,46.0,100.0,76.0322580645,40.0,30.27,30.0229032258,29.73,10.0,8.29032258065,0.0,24.0,3.70967741935,1.49,8.0,0.0,6.0,11.0
1414,shelby,2009,SEP,82.0,66.5666666667,41.0,70.0,58.0333333333,39.0,100.0,75.8666666667,34.0,30.31,30.0593333333,29.54,10.0,7.66666666667,0.0,26.0,3.36666666667,0.17,7.0,0.0,6.0,8.0
1415,shelby,2009,OCT,93.0,53.9666666667,30.0,88.0,46.4333333333,27.0,100.0,77.1,35.0,30.41,29.9993333333,29.44,10.0,8.46666666667,0.0,23.0,6.0,0.0,16.0,0.0,1.0,8.0
1416,shelby,2009,NOV,102.0,50.6666666667,-38.0,79.0,37.9523809524,-60.0,100.0,72.0476190476,4.0,30.46,30.1228571429,29.84,10.0,8.09523809524,0.0,20.0,5.19047619048,0.0,5.0,0.0,1.0,6.0
1417,shelby,2009,DEC,53.0,30.9333333333,10.0,50.0,26.3666666667,3.0,100.0,82.8,30.0,30.6,30.073,29.17,10.0,7.7,0.0,32.0,8.33333333333,4.11,12.0,9.0,2.0,7.0
1418,shelby,2010,JAN,51.0,24.2258064516,-5.0,48.0,20.2580645161,-9.0,100.0,84.6129032258,47.0,30.64,30.1625806452,29.3,10.0,7.22580645161,0.0,25.0,7.70967741935,0.53,5.0,10.0,8.0,9.0
1419,shelby,2010,FEB,51.0,27.6428571429,6.0,39.0,22.8214285714,3.0,100.0,82.4642857143,31.0,30.39,30.0607142857,29.67,10.0,7.96428571429,0.0,25.0,6.78571428571,0.27,3.0,10.0,1.0,4.0
1420,shelby,2010,MAR,78.0,45.5483870968,23.0,55.0,38.064516129,19.0,100.0,76.8387096774,24.0,30.43,29.9496774194,29.45,10.0,8.67741935484,0.0,24.0,6.29032258065,1.83,11.0,2.0,2.0,8.0
1421,shelby,2010,ARP,87.0,61.7037037037,33.0,66.0,48.2222222222,23.0,100.0,63.8888888889,21.0,30.38,29.9088888889,29.15,10.0,9.55555555556,0.0,30.0,7.74074074074,2.96,11.0,0.0,0.0,10.0
1422,shelby,2010,MAY,89.0,65.9677419355,37.0,73.0,57.2580645161,30.0,100.0,74.7096774194,31.0,30.41,29.9674193548,29.51,10.0,8.70967741935,1.0,25.0,5.67741935484,3.44,15.0,0.0,0.0,16.0
1423,shelby,2010,JUN,93.0,77.3793103448,60.0,82.0,69.5172413793,50.0,100.0,77.1724137931,36.0,30.26,29.9634482759,29.61,10.0,9.27586206897,0.0,31.0,4.58620689655,2.39,15.0,0.0,2.0,17.0
1424,shelby,2010,JUL,95.0,79.5806451613,59.0,80.0,71.1612903226,53.0,98.0,76.5806451613,39.0,30.33,30.0016129032,29.72,10.0,9.1935483871,0.0,23.0,3.58064516129,6.27,13.0,0.0,1.0,16.0
1425,shelby,2010,AUG,98.0,78.4193548387,53.0,83.0,68.4838709677,49.0,100.0,72.9032258065,30.0,30.25,29.9848387097,29.76,10.0,8.74193548387,0.0,21.0,3.29032258065,0.9,6.0,0.0,4.0,11.0
1426,shelby,2010,SEP,94.0,69.2,45.0,75.0,57.6666666667,42.0,100.0,70.8333333333,25.0,30.21,30.006,29.77,10.0,9.43333333333,0.0,24.0,4.6,2.71,9.0,0.0,3.0,9.0
1427,shelby,2010,OCT,88.0,58.9677419355,28.0,67.0,41.4838709677,22.0,100.0,57.9032258065,19.0,30.43,30.0316129032,29.19,10.0,9.87096774194,1.0,29.0,5.16129032258,0.45,6.0,0.0,0.0,4.0
1428,shelby,2010,NOV,77.0,45.4666666667,21.0,60.0,34.5666666667,18.0,100.0,69.3,18.0,30.41,30.0746666667,29.56,10.0,8.9,0.0,24.0,6.9,3.23,9.0,1.0,1.0,7.0
1429,shelby,2010,DEC,59.0,28.0322580645,2.0,56.0,23.5806451613,-1.0,100.0,82.3225806452,37.0,30.51,30.1058064516,29.55,10.0,8.1935483871,0.0,31.0,7.51612903226,1.8,3.0,12.0,1.0,4.0
1430,shelby,2011,JAN,52.0,25.2580645161,-3.0,51.0,19.8387096774,-6.0,100.0,79.8709677419,38.0,30.61,30.0793548387,29.45,10.0,7.61290322581,0.0,23.0,6.8064516129,0.35,3.0,8.0,3.0,6.0
1431,shelby,2011,FEB,68.0,34.6071428571,0.0,63.0,27.0357142857,-4.0,100.0,76.6428571429,34.0,30.59,30.0667857143,29.45,10.0,8.67857142857,0.0,38.0,6.75,1.48,7.0,8.0,1.0,7.0
1432,shelby,2011,MAR,77.0,44.8064516129,25.0,58.0,34.5483870968,12.0,100.0,69.9032258065,20.0,30.47,30.0867741935,29.51,10.0,9.25806451613,0.0,30.0,8.32258064516,1.01,11.0,4.0,1.0,0.0
1433,shelby,2011,ARP,80.0,56.4333333333,32.0,68.0,46.0333333333,27.0,100.0,71.7333333333,30.0,30.39,29.83,29.34,10.0,9.16666666667,0.0,30.0,8.46666666667,6.31,16.0,0.0,0.0,0.0
1434,shelby,2011,MAY,89.0,62.8387096774,35.0,70.0,54.7096774194,32.0,100.0,75.4516129032,39.0,30.44,29.9083870968,29.45,10.0,8.83870967742,0.0,22.0,6.48387096774,2.0,15.0,0.0,2.0,0.0
1435,shelby,2011,JUN,95.0,73.3333333333,53.0,73.0,62.9333333333,46.0,100.0,71.9333333333,25.0,30.31,29.9383333333,29.66,10.0,9.4,0.0,26.0,5.46666666667,9.19,16.0,0.0,1.0,7.0
1436,shelby,2011,JUL,96.0,79.4193548387,60.0,79.0,69.7741935484,55.0,100.0,73.4516129032,35.0,30.16,29.9722580645,29.79,10.0,8.51612903226,0.0,17.0,3.0,1.88,7.0,0.0,2.0,6.0
1437,shelby,2011,AUG,96.0,74.6774193548,55.0,77.0,62.8709677419,43.0,100.0,69.0322580645,25.0,30.12,29.9348387097,29.68,10.0,9.12903225806,0.0,18.0,3.38709677419,0.67,2.0,0.0,4.0,3.0
1438,shelby,2011,SEP,98.0,63.9666666667,42.0,72.0,51.9666666667,30.0,100.0,70.0666666667,20.0,30.35,30.0043333333,29.7,10.0,8.36666666667,0.0,23.0,4.66666666667,1.65,14.0,0.0,4.0,3.0
1439,shelby,2011,OCT,82.0,55.064516129,32.0,61.0,41.3548387097,21.0,100.0,65.9677419355,21.0,30.36,30.0425806452,29.57,10.0,9.54838709677,1.0,25.0,5.25806451613,0.0,11.0,0.0,0.0,3.0
1440,shelby,2011,NOV,71.0,48.1,26.0,61.0,38.4333333333,12.0,100.0,72.2666666667,19.0,30.34,30.0303333333,29.57,10.0,8.56666666667,1.0,30.0,9.2,2.71,14.0,3.0,0.0,3.0
1441,shelby,2011,DEC,59.0,38.3225806452,17.0,55.0,32.7096774194,9.0,100.0,80.2580645161,47.0,30.6,30.1658064516,29.55,10.0,8.87096774194,0.0,23.0,6.06451612903,2.06,10.0,4.0,4.0,1.0
1442,shelby,2012,JAN,62.0,35.4642857143,13.0,56.0,26.2142857143,4.0,100.0,71.4642857143,31.0,30.51,30.0314285714,29.47,10.0,8.96428571429,0.0,33.0,9.21428571429,2.44,8.0,6.0,1.0,1.0
1443,shelby,2012,FEB,65.0,38.3448275862,15.0,60.0,29.1034482759,5.0,100.0,71.4827586207,20.0,30.49,30.1103448276,29.27,10.0,8.31034482759,0.0,29.0,7.37931034483,1.21,10.0,10.0,3.0,1.0
1444,shelby,2012,MAR,82.0,57.2903225806,19.0,63.0,43.7741935484,16.0,97.0,63.9677419355,19.0,30.53,30.0351612903,29.28,10.0,9.45161290323,0.0,32.0,8.12903225806,0.75,12.0,2.0,2.0,9.0
1445,shelby,2012,ARP,84.0,56.3333333333,29.0,66.0,43.0666666667,14.0,100.0,64.6666666667,14.0,30.38,29.9906666667,29.56,10.0,9.33333333333,0.0,25.0,6.53333333333,3.07,19.0,0.0,0.0,6.0
1446,shelby,2012,MAY,93.0,69.2258064516,45.0,72.0,54.6129032258,27.0,100.0,62.5483870968,17.0,30.23,29.9712903226,29.66,10.0,9.38709677419,0.0,20.0,4.8064516129,2.24,18.0,0.0,1.0,6.0
1447,shelby,2012,JUN,103.0,73.2666666667,46.0,71.0,55.6666666667,37.0,100.0,57.0,19.0,30.16,29.9673333333,29.77,10.0,9.76666666667,2.0,26.0,4.73333333333,0.41,10.0,0.0,0.0,5.0
1448,shelby,2012,JUL,104.0,82.5806451613,61.0,76.0,64.8387096774,50.0,96.0,58.4838709677,22.0,30.15,29.9748387097,29.72,10.0,9.58064516129,0.0,26.0,3.8064516129,1.14,10.0,0.0,1.0,6.0
1449,shelby,2012,AUG,99.0,73.1481481481,50.0,76.0,58.7407407407,42.0,100.0,65.962962963,18.0,30.16,29.9788888889,29.73,10.0,9.55555555556,0.0,31.0,3.66666666667,3.45,10.0,0.0,0.0,6.0
1450,shelby,2012,SEP,89.0,64.8666666667,34.0,74.0,55.2333333333,26.0,100.0,74.5666666667,22.0,30.34,30.0243333333,29.64,10.0,9.03333333333,0.0,32.0,4.46666666667,3.87,14.0,0.0,4.0,5.0
1451,shelby,2012,OCT,79.0,52.7419354839,30.0,64.0,42.9677419355,21.0,100.0,70.0967741935,31.0,30.37,29.9983870968,29.36,10.0,9.67741935484,1.0,24.0,7.51612903226,2.59,15.0,4.0,0.0,5.0
1452,shelby,2012,NOV,73.0,42.2,21.0,56.0,32.7666666667,18.0,100.0,72.2333333333,31.0,30.54,30.1966666667,29.87,10.0,8.8,0.0,26.0,4.53333333333,1.35,3.0,2.0,2.0,2.0
1453,shelby,2012,DEC,71.0,38.6774193548,6.0,59.0,33.064516129,3.0,100.0,78.9677419355,37.0,30.44,30.0083870968,29.27,10.0,8.22580645161,0.0,38.0,7.09677419355,0.84,9.0,5.0,2.0,1.0
1454,shelby,2013,JAN,64.0,31.0967741935,5.0,59.0,23.9677419355,-4.0,100.0,73.1935483871,38.0,30.61,30.1767741935,29.37,10.0,8.93548387097,0.0,30.0,7.74193548387,2.21,10.0,6.0,2.0,2.0
1455,shelby,2013,FEB,61.0,33.64,8.0,50.0,25.96,-1.0,100.0,74.48,44.0,30.48,30.0096,29.37,10.0,8.84,0.0,25.0,8.16,3.61,8.0,7.0,1.0,3.0
1456,shelby,2013,MAR,63.0,37.064516129,19.0,51.0,28.0967741935,10.0,100.0,72.2903225806,35.0,30.47,30.064516129,29.46,10.0,8.8064516129,0.0,29.0,7.8064516129,1.62,9.0,14.0,1.0,3.0
1457,shelby,2013,ARP,82.0,53.5925925926,28.0,68.0,42.4814814815,16.0,100.0,66.8888888889,23.0,30.41,30.0037037037,29.59,10.0,9.03703703704,0.0,24.0,7.7037037037,7.08,14.0,1.0,0.0,9.0
1458,shelby,2013,MAY,86.0,64.7096774194,37.0,72.0,55.4838709677,29.0,100.0,73.6129032258,27.0,30.4,29.9841935484,29.71,10.0,9.12903225806,0.0,28.0,6.06451612903,7.42,21.0,1.0,1.0,9.0
1459,shelby,2013,JUN,91.0,71.9333333333,50.0,77.0,62.8,46.0,100.0,74.8333333333,30.0,30.16,29.9393333333,29.63,10.0,9.36666666667,0.0,22.0,4.86666666667,4.27,21.0,0.0,2.0,12.0
1460,shelby,2013,JUL,97.0,75.4516129032,53.0,79.0,66.0322580645,48.0,97.0,73.2580645161,33.0,30.35,30.0487096774,29.79,10.0,8.83870967742,0.0,23.0,3.41935483871,5.36,17.0,0.0,1.0,5.0
