"STATION","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HN01","HN02","HTDD","HX01","HX02","LN01","LN02","LX01","LX02","MN01","MN02","MX01","MX02","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00112178","1990-10",,,"9","6","0","0",,,,,,,"0","0.0","0.95",,,,,,,,,,,,,,,,"2.73","0.0",,,
"USC00112178","1990-11",,,"7","6","0","0",,,,,,,"0","0.0","1.90",,,,,,,,,,,,,,,,"5.37","0.0",,,
"USC00112178","1990-12",,,"6","5","0","0",,,,,,,"0","0.0","0.97",,,,,,,,,,,,,,,,"2.12","0.0",,,
"USC00112178","1991-01",,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,,,,,,,,,,,,,"0.00","0.0",,,
"USC00112178","1991-02",,,"2","2","0","1",,,,,,,"0","1.5","0.30",,,,,,,,,,,,,,,,"0.42","1.5",,,
"USC00112178","1991-04",,,"14","9","0","0",,,,,,,"0","0.0","1.25",,,,,,,,,,,,,,,,"4.64","0.0",,,
"USC00112178","1991-05",,,"12","8","0","0",,,,,,,"0","0.0","2.25",,,,,,,,,,,,,,,,"6.84","0.0",,,
"USC00112178","1991-06",,,"4","3","0","0",,,,,,,"0","0.0","0.55",,,,,,,,,,,,,,,,"1.12","0.0",,,
"USC00112178","1991-07",,,"2","1","0","0",,,,,,,"0","0.0","0.67",,,,,,,,,,,,,,,,"0.71","0.0",,,
"USC00112178","1991-08",,,"7","5","0","0",,,,,,,"0","0.0","0.29",,,,,,,,,,,,,,,,"1.14","0.0",,,
"USC00112178","1991-09",,,"9","8","0","0",,,,,,,"0","0.0","0.98",,,,,,,,,,,,,,,,"2.79","0.0",,,
"USC00112178","1991-10",,,"14","12","0","0",,,,,,,"0","0.0","1.40",,,,,,,,,,,,,,,,"8.98","0.0",,,
"USC00112178","1991-11",,,"5","5","0","0",,,,,,,"0","0.0","1.13",,,,,,,,,,,,,,,,"2.90","0.0",,,
"USC00112178","1991-12",,,"2","2","3","0",,,,,,,"5","0.0","0.42",,,,,,,,,,,,,,,,"0.80","0.0",,,
"USC00112178","1992-02",,,"7","4","0","0",,,,,,,"0","0.0","0.45",,,,,,,,,,,,,,,,"1.28","0.0",,,
"USC00112178","1992-03",,,"10","5","0","0",,,,,,,"0","0.0","0.31",,,,,,,,,,,,,,,,"1.50","0.0",,,
"USC00112178","1992-04",,,"16","5","0","0",,,,,,,"0","0.0","1.00",,,,,,,,,,,,,,,,"2.04","0.0",,,
"USC00112178","1992-05",,,"4","1","0","0",,,,,,,"0","0.0","0.20",,,,,,,,,,,,,,,,"0.32","0.0",,,
"USC00112178","1992-06",,,"4","3","0","0",,,,,,,"0","0.0","0.37",,,,,,,,,,,,,,,,"1.04","0.0",,,
"USC00112178","1992-07",,,"15","12","0","0",,,,,,,"0","0.0","1.47",,,,,,,,,,,,,,,,"7.14","0.0",,,
"USC00112178","1992-08",,,"6","6","0","0",,,,,,,"0","0.0","1.37",,,,,,,,,,,,,,,,"2.68","0.0",,,
"USC00112178","1992-09",,,"10","8","0","0",,,,,,,"0","0.0","3.90",,,,,,,,,,,,,,,,"7.02","0.0",,,
"USC00112178","1992-10",,,"6","2","0","0",,,,,,,"0","0.0","0.95",,,,,,,,,,,,,,,,"1.60","0.0",,,
"USC00112178","1992-11",,,"16","13",,,,,,,,,,,"1.17",,,,,,,,,,,,,,,,"4.87",,,,
"USC00112178","1992-12",,,"8","7","2","0",,,,,,,"7","0.0","0.67",,,,,,,,,,,,,,,,"2.82","0.0",,,
"USC00112178","1993-01",,,"8","5",,,,,,,,,,,"1.72",,,,,,,,,,,,,,,,"3.67",,,,
"USC00112178","1993-02",,,"4","2",,"1",,,,,,,,"3.0","0.60",,,,,,,,,,,,,,,,"1.18","3.0",,,
