"STATION","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1ILED0006","2016-05",,,"17","11",,,,,,,,,,,"0.95",,,,"3.57",,,,
"US1ILED0006","2016-06",,,"9","7",,,,,,,,,,,"1.17",,,,"4.90",,,,
"US1ILED0006","2016-07",,,"12","8",,,,,,,,,,,"1.87",,,,"7.11",,,,
"US1ILED0006","2016-08",,,"5","3",,,,,,,,,,,"2.87",,,,"3.39",,,,
"US1ILED0006","2016-09",,,"6","5",,,,,,,,,,,"1.12",,,,"2.34",,,,
"US1ILED0006","2016-10",,,"9","6",,,,,,,,,,,"1.28",,,,"4.22",,,,
"US1ILED0006","2016-11",,,"10","7",,,,,,,,,,,"0.69",,,,"2.38",,,,
"US1ILED0006","2016-12",,,"11","5",,,,,,,,,,,"0.41",,,,"1.43",,,,
"USC00116610","1990-01","0","0","9","6","0","0","0","23","1","0","0","15","0","0.5","0.62","65","3153","839","1.69","0.8","37.9","45.9","30.0"
"USC00116610","1990-02","0","0","11","9","0","0","0","20","1","0","0","9","0","0.5","1.29","62","3890","737","4.44","0.5","37.7","45.6","29.9"
"USC00116610","1990-03","15","15","10","6","1","1","0","14","0","5","0","19","2","1.5","0.50","78","4481","591","2.00","1.5","46.4","55.4","37.4"
"USC00116610","1990-04","45","30","11","7","0","0","0","7","0","8","0","22","0","0.0","1.21","84","4906","425","3.12","0.0","51.8","61.8","41.9"
"USC00116610","1990-05","56","11","14","12","0","0","0","0","0","15","0","39","0","0.0","2.81","76","5051","144","7.34","0.0","60.4","68.9","51.9"
"USC00116610","1990-06","291","235","9","7","0","0","0","0","0","28","2","45","0","0.0","1.96","92","5068","18","5.85","0.0","72.2","81.2","63.3"
"USC00116610","1990-07","592","301","9","8","0","0","0","0","0","30","5","56","0","0.0","1.06","96","5","5","3.75","0.0","74.6","83.4","65.7"
"USC00116610","1990-08","823","230","8","8","0","0","0","0","0","31","4","49","0","0.0","2.69","92","9","4","5.96","0.0","72.3","81.5","63.1"
"USC00116610","1990-09","986","163","8","7","0","0","0","0","0","22","2","38","0","0.0","0.80","94","81","72","1.78","0.0","68.1","77.1","59.0"
"USC00116610","1990-10","1005","19","9","6","0","0","0","5","0","12","0","28","0","0.0","1.02","82","420","339","3.77","0.0","54.6","65.7","43.6"
"USC00116610","1990-11","1005","0","5","4","0","0","0","9","0","5","0","23","0","0.0","1.34","74","899","478","4.11","0.0","48.5","57.7","39.3"
"USC00116610","1990-12","1005","0","12","9","9","3","1","21","7","0","0","-3","8","5.0","1.53","58","1880","981","7.80","9.8","33.3","42.0","24.7"
"USC00116610","1991-01","0","0","12","5","17","2","1","30","20","0","0","-2","7","6.5","0.51","43","3101","1221","1.70","8.6","25.6","31.1","20.1"
"USC00116610","1991-02","0","0","7","3","5","1","0","18","4","0","0","4","2","1.0","0.26","62","3909","808","0.72","2.0","36.2","44.3","28.1"
"USC00116610","1991-03","0","0","10","8","0","0","0","14","0","4","0","21","0","0.0","1.10","76","4540","632","3.85","0.0","44.6","53.7","35.6"
"USC00116610","1991-04","16","16","13","9","0","0","0","0","0","13","0","34","0","0.0","0.43","78","4791","250","2.81","0.0","57.2","66.6","47.8"
"USC00116610","1991-05","223","207","11","9","0","0","0","0","0","28","1","38","0","0.0","1.36","90","4850","59","4.17","0.0","69.8","79.0","60.5"
"USC00116610","1991-06","539","316","4","3","0","0","0","0","0","30","7","54","0","0.0","1.26","93","4850","0","2.91","0.0","75.5","85.3","65.8"
"USC00116610","1991-07","892","353","5","5","0","0","0","0","0","31","8","55","0","0.0","1.52","95","0","0","2.73","0.0","76.4","86.3","66.5"
"USC00116610","1991-08","1204","312","6","4","0","0","0","0","0","31","7","56","0","0.0","3.44","97","0","0","4.21","0.0","75.1","85.1","65.0"
"USC00116610","1991-09","1405","201","5","4","0","0","0","1","0","22","5","31","0","0.0","0.49","96","114","114","1.26","0.0","67.9","79.1","56.7"
"USC00116610","1991-10","1432","27","15","8","0","0","0","2","0","13","0","29","0","0.0","2.16","83","351","237","6.07","0.0","58.2","67.8","48.7"
"USC00116610","1991-11","1432","0","13","7","3","1","0","15","6","0","0","2","2","2.0","1.82","68","1127","776","3.88","3.0","39.1","46.7","31.5"
"USC00116610","1991-12","1432","0","7","5","2","0","0","24","3","0","0","3","1","0.8","0.49","63","2055","928","1.83","0.8","35.1","42.2","27.9"
"USC00116610","1992-01","0","0","9","6","10","3","2","21","4","0","0","-5","5","3.5","0.47","53","3072","1017","1.54","6.8","32.2","38.7","25.6"
"USC00116610","1992-02","0","0","8","5","0","0","0","17","3","0","0","11","0","0.3","0.48","64","3839","767","1.59","0.3","38.6","46.9","30.3"
"USC00116610","1992-03","0","0","17","8","2","2","0","14","2","3","0","15","2","1.3","1.04","76","4486","647","3.11","3.1","44.1","52.8","35.5"
"USC00116610","1992-04","6","6","17","12","0","0","0","4","0","11","0","26","0","0.0","1.43","78","4861","375","7.00","0.0","52.7","62.7","42.6"
"USC00116610","1992-05","71","65","9","5","0","0","0","0","0","18","0","34","0","0.0","0.37","85","5033","171","1.04","0.0","61.7","72.2","51.2"
"USC00116610","1992-06","230","159","5","4","0","0","0","0","0","28","1","40","0","0.0","0.30","95","5058","25","0.86","0.0","69.5","80.3","58.6"
"USC00116610","1992-07","499","269","20","17","0","0","0","0","0","30","2","58","0","0.0","1.25","91","0","0","8.19","0.0","74.0","81.7","66.3"
"USC00116610","1992-08","651","152","6","5","0","0","0","0","0","31","1","47","0","0.0","1.27","91","16","16","2.06","0.0","69.4","79.1","59.7"
"USC00116610","1992-09","766","115","9","6","0","0","0","0","0","24","0","38","0","0.0","2.35","86","108","92","4.36","0.0","65.8","75.6","55.9"
