"STATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5"
"USC00116072","1997-08",,,,"13","8","0","0",,,,,,,"0","0.0","1.52",,,,"4.87","0.0",,,,,,,,
"USC00116072","1997-09",,,,"4","3","0","0",,,,,,,"0","0.0","0.60",,,,"1.29","0.0",,,,,,,,
"USC00116072","1997-10",,,,"8","6","0","0",,,,,,,"0","0.0","0.90",,,,"2.64","0.0",,,,,,,,
"USC00116072","1997-12",,,,"11","5","0","1",,,,,,,"0","2.0","0.65",,,,"2.87","2.0",,,,,,,,
"USC00116072","1998-01",,,,"10","7","0","0",,,,,,,"0","0.2","1.00",,,,"2.46","0.2",,,,,,,,
"USC00116072","1998-02",,,,"9","6","0","0",,,,,,,"0","0.0","0.64",,,,"2.49","0.0",,,,,,,,
"USC00116072","1998-03",,,,"12","7","0","0",,,,,,,"0","0.0","1.67",,,,"5.45","0.0",,,,,,,,
"USC00116072","1998-04",,,,"12","8","0","0",,,,,,,"0","0.0","2.41",,,,"4.87","0.0",,,,,,,,
"USC00116072","1998-05",,,,"11","5","0","0",,,,,,,"0","0.0","0.50",,,,"1.87","0.0",,,,,,,,
"USC00116072","1998-06",,,,"14","10","0","0",,,,,,,"0","0.0","1.45",,,,"6.76","0.0",,,,,,,,
"USC00116072","1998-07",,,,"10","7","0","0",,,,,,,"0","0.0","3.19",,,,"7.55","0.0",,,,,,,,
"USC00116072","1998-08",,,,"9","8","0","0",,,,,,,"0","0.0","2.60",,,,"6.29","0.0",,,,,,,,
"USC00116072","1998-09",,,,"7","5","0","0",,,,,,,"0","0.0","0.35",,,,"1.33","0.0",,,,,,,,
"USC00116072","1998-10",,,,"7","6",,"0",,,,,,,,"0.0","0.74",,,,"2.37","0.0",,,,,,,,
"USC00116072","1998-11",,,,"8","5","0","0",,,,,,,"0","0.0","1.00",,,,"2.73","0.0",,,,,,,,
"USC00116072","1998-12",,,,"9","6","0","0",,,,,,,"0","0.0","0.38",,,,"2.17","0.0",,,,,,,,
"USC00116072","1999-01",,,,"12","7","0","3",,,,,,,"0","3.5","1.91",,,,"6.83","7.0",,,,,,,,
"USC00116072","1999-02",,,,"6","6","0","0",,,,,,,"0","0.0","2.35",,,,"4.32","0.0",,,,,,,,
"USC00116072","1999-03",,,,"4","4",,"0",,,,,,,,"0.0","1.03",,,,"3.72","0.0",,,,,,,,
"USC00116072","1999-04",,,,"15","8","0","0",,,,,,,"0","0.0","1.00",,,,"4.07","0.0",,,,,,,,
"USC00116072","1999-05",,,,"10","7","0","0",,,,,,,"0","0.0","1.10",,,,"4.21","0.0",,,,,,,,
"USC00116072","1999-06",,,,"8","8","0","0",,,,,,,"0","0.0","1.60",,,,"4.40","0.0",,,,,,,,
"USC00116072","1999-07",,,,"7","5","0","0",,,,,,,"0","0.0","2.29",,,,"4.32","0.0",,,,,,,,
"USC00116072","1999-08",,,,"4","2","0","0",,,,,,,"0","0.0","2.58",,,,"2.81","0.0",,,,,,,,
"USC00116072","1999-09",,,,"4","3","0","0",,,,,,,"0","0.0","0.57",,,,"1.12","0.0",,,,,,,,
"USC00116072","1999-10",,,,"5","4","0","0",,,,,,,"0","0.0","0.25",,,,"0.81","0.0",,,,,,,,
"USC00116072","1999-11",,,,"3","2","0","0",,,,,,,"0","0.0","0.33",,,,"0.56","0.0",,,,,,,,
"USC00116072","1999-12",,,,"8","6","0","0",,,,,,,"0","0.0","1.72",,,,"2.98","0.0",,,,,,,,
"USC00116072","2000-01",,,,"8","4","3","2",,,,,,,"4","2.5","0.32",,,,"0.77","4.4",,,,,,,,
"USC00116072","2000-02",,,,"7","6","0","0",,,,,,,"0","0.0","1.17",,,,"3.00","0.0",,,,,,,,
"USC00116072","2000-03",,,,"10","6","2","0",,,,,,,"5","0.0","0.57",,,,"2.47","0.0",,,,,,,,
"USC00116072","2000-04",,,,"7","5","0","0",,,,,,,"0","0.0","0.85",,,,"3.17","0.0",,,,,,,,
"USC00116072","2000-05",,,,"10","7","0","0",,,,,,,"0","0.0","2.57",,,,"7.03","0.0",,,,,,,,
"USC00116072","2000-06",,,,"11","10","0","0",,,,,,,"0","0.0","4.87",,,,"10.59","0.0",,,,,,,,
"USC00116072","2000-07",,,,"9","8","0","0",,,,,,,"0","0.0","2.05",,,,"6.32","0.0",,,,,,,,
"USC00116072","2000-08",,,,"11","8","0","0",,,,,,,"0","0.0","1.56",,,,"5.59","0.0",,,,,,,,
"USC00116072","2000-09",,,,"4","4","0","0",,,,,,,"0","0.0","1.35",,,,"2.73","0.0",,,,,,,,
"USC00116072","2000-10",,,,"9","3","0","0",,,,,,,"0","0.0","0.77",,,,"1.38","0.0",,,,,,,,
"USC00116072","2000-11",,,,"9","8","0","0",,,,,,,"0","0.0","1.03",,,,"3.60","0.0",,,,,,,,
"USC00116072","2001-01",,,,"6","2","13","0",,,,,,,"6","0.0","0.80",,,,"1.10","0.0",,,,,,,,
"USC00116072","2001-02",,,,"9","6","2","0",,,,,,,"2","0.0","0.75",,,,"3.14","0.0",,,,,,,,
"USC00116072","2001-03",,,,"4","1","0","0",,,,,,,"0","0.0","0.80",,,,"0.90","0.0",,,,,,,,
"USC00116072","2001-04",,,,"8","5","0","0",,,,,,,"0","0.0","1.18",,,,"2.20","0.0",,,,,,,,
"USC00116072","2001-05",,,,"7","4","0","0",,,,,,,"0","0.0","1.06",,,,"2.65","0.0",,,,,,,,
"USC00116072","2001-06",,,,"9","7","0","0",,,,,,,"0","0.0","0.61",,,,"2.38","0.0",,,,,,,,
"USC00116072","2001-07",,,,"14","9","0","0",,,,,,,"0","0.0","2.34",,,,"5.69","0.0",,,,,,,,
"USC00116072","2001-08",,,,"8","4","0","0",,,,,,,"0","0.0","0.83",,,,"3.11","0.0",,,,,,,,
"USC00116072","2001-09",,,,"6","4","0","0",,,,,,,"0","0.0","0.89",,,,"1.93","0.0",,,,,,,,
"USC00116072","2001-10",,,,"9","7","0","0",,,,,,,"0","0.0","0.93",,,,"3.68","0.0",,,,,,,,
"USC00116072","2001-11",,,,"7","5","0","0",,,,,,,"0","0.0","1.49",,,,"3.43","0.0",,,,,,,,
"USC00116072","2001-12",,,,"7","7","0","0",,,,,,,"0","0.0","1.78",,,,"4.56","0.0",,,,,,,,
"USC00116072","2002-01",,,,"6","5",,"4",,,,,,,,"2.3","0.94",,,,"1.78","7.4",,,,,,,,
"USC00116072","2002-02",,,,"5","4","3","2",,,,,,,"2","2.0","1.22",,,,"2.80","4.5",,,,,,,,
"USC00116072","2002-03",,,,"10","8","3","2",,,,,,,"2","2.2","1.52",,,,"4.61","4.3",,,,,,,,
"USC00116072","2002-04",,,,"9","5","0","0",,,,,,,"0","0.0","0.83",,,,"2.49","0.0",,,,,,,,
"USC00116072","2007-10",,,,"7","5","0","0",,,,,,,"0","0.0","1.43",,,,"2.82","0.0",,,,,,,,
"USC00116072","2007-11",,,,"5","3","0","0",,,,,,,"0","0.0","0.85",,,,"2.03","0.0",,,,,,,,
"USC00116072","2007-12",,,,"11","9","5","1",,,,,,,"3","2.8","0.79",,,,"3.30","3.7",,,,,,,,
"USC00116072","2008-01",,,,"5","2","0","0",,,,,,,"0","0.0","1.38",,,,"1.69","0.0",,,,,,,,
"USC00116072","2008-02",,,,"12","7","7","2",,,,,,,"6","5.9","1.09",,,,"3.77","9.0",,,,,,,,
"USC00116072","2008-03",,,,"9","7","1","0",,,,,,,"1","0.8","3.49",,,,"9.68","0.8",,,,,,,,
"USC00116072","2008-04",,,,"15","10","0","0",,,,,,,"0","0.0","2.11",,,,"6.68","0.0",,,,,,,,
"USC00116072","2008-05",,,,"16","10","0","0",,,,,,,"0","0.0","2.87",,,,"10.07","0.0",,,,,,,,
"USC00116072","2008-06",,,,"9","4","0","0",,,,,,,"0","0.0","0.37",,,,"1.25","0.0",,,,,,,,
"USC00116072","2008-07",,,,"15","11","0","0",,,,,,,"0","0.0","1.49",,,,"7.10","0.0",,,,,,,,
"USC00116072","2008-08",,,,"7","4","0","0",,,,,,,"0","0.0","0.42",,,,"1.19","0.0",,,,,,,,
"USC00116072","2008-09",,,,"10","6","0","0",,,,,,,"0","0.0","0.62",,,,"2.46","0.0",,,,,,,,
"USC00116072","2008-10",,,,"5","4","0","0",,,,,,,"0","0.0","1.24",,,,"2.37","0.0",,,,,,,,
"USC00116072","2008-11",,,,"7","5","0","0",,,,,,,"0","0.0","0.62",,,,"1.50","0.0",,,,,,,,
"USC00116072","2008-12",,,,"11","6","0","0",,,,,,,"0","0.1","1.70",,,,"3.52","0.1",,,,,,,,
"USC00116072","2009-01",,,,"4","3","5","2",,,,,,,"8","5.2","0.84",,,,"1.70","8.9",,,,,,,,
"USC00116072","2009-02",,,,"6","3","7","0",,,,,,,"5","0.0","1.38",,,,"1.94","0.0",,,,,,,,
"USC00116072","2009-03",,,,"8","5","1","0",,,,,,,"1","0.5","1.16",,,,"2.70","0.5",,,,,,,,
"USC00116072","2009-04",,,,"12","11","0","0",,,,,,,"0","0.0","2.27",,,,"6.95","0.0",,,,,,,,
"USC00116072","2009-05",,,,"19","12","0","0",,,,,,,"0","0.0","1.78",,,,"7.00","0.0",,,,,,,,
"USC00116072","2009-06",,,,"11","7","0","0",,,,,,,"0","0.0","0.89",,,,"4.16","0.0",,,,,,,,
"USC00116072","2009-07",,,,"12","6","0","0",,,,,,,"0","0.0","2.45",,,,"4.86","0.0",,,,,,,,
"USC00116072","2009-08",,,,"8","5","0","0",,,,,,,"0","0.0","1.69",,,,"4.24","0.0",,,,,,,,
"USC00116072","2009-09",,,,"9","6","0","0",,,,,,,"0","0.0","0.95",,,,"2.04","0.0",,,,,,,,
"USC00116072","2009-10",,,,"16","10","0","0",,,,,,,"0","0.0","2.98",,,,"10.25","0.0",,,,,,,,
"USC00116072","2009-11",,,,"6","3","0","0",,,,,,,"0","0.0","1.38",,,,"3.16","0.0",,,,,,,,
"USC00116072","2009-12",,,,"11","6","0","0",,,,,,,"0","0.4","1.65",,,,"4.27","0.5",,,,,,,,
"USC00116072","2010-01",,,,"8","5","10","2",,,,,,,"5","5.4","0.49",,,,"1.65","7.8",,,,,,,,
"USC00116072","2010-02",,,,"8","5","6","2",,,,,,,"5","4.5","0.64",,,,"2.07","9.0",,,,,,,,
"USC00116072","2010-03",,,,"10","7","0","0",,,,,,,"0","0.0","0.83",,,,"2.97","0.0",,,,,,,,
"USC00116072","2010-04",,,,"9","5","0","0",,,,,,,"0","0.0","0.76",,,,"2.68","0.0",,,,,,,,
"USC00116072","2010-05",,,,"10","7","0","0",,,,,,,"0","0.0","1.28",,,,"4.21","0.0",,,,,,,,
"USC00116072","2010-06",,,,"12","11","0","0",,,,,,,"0","0.0","1.27",,,,"5.80","0.0",,,,,,,,
"USC00116072","2010-07",,,,"13","7","0","0",,,,,,,"0","0.0","1.35",,,,"4.13","0.0",,,,,,,,
"USC00116072","2010-08",,,,"5","4","0","0",,,,,,,"0","0.0","1.60",,,,"3.81","0.0",,,,,,,,
"USC00116072","2010-09",,,,"11","7","0","0",,,,,,,"0","0.0","1.22",,,,"3.87","0.0",,,,,,,,
"USC00116072","2010-10",,,,"5","4","0","0",,,,,,,"0","0.0","0.73",,,,"1.76","0.0",,,,,,,,
"USC00116072","2010-11",,,,"7","5","0","0",,,,,,,"0","0.3","2.51",,,,"5.15","0.3",,,,,,,,
"USC00116072","2010-12",,,,"7","3","12","2",,,,,,,"5","3.5","0.33",,,,"1.12","6.4",,,,,,,,
"USC00116072","2011-01",,,,"7","3","12","2",,,,,,,"3","2.6","0.74",,,,"1.23","5.6",,,,,,,,
"USC00116072","2011-02",,,,"9","7","11","3",,,,,,,"5","3.8","1.59",,,,"3.59","9.2",,,,,,,,
"USC00116072","2011-03",,,,"11","8","1","1",,,,,,,"4","3.8","1.19",,,,"4.41","3.8",,,,,,,,
"USC00116072","2011-04",,,,"17","16","0","0",,,,,,,"0","0.0","2.28",,,,"11.06","0.0",,,,,,,,
"USC00116072","2011-05",,,,"18","13","0","0",,,,,,,"0","0.0","1.14",,,,"5.40","0.0",,,,,,,,
"USC00116072","2011-06",,,,"10","8","0","0",,,,,,,"0","0.0","3.30",,,,"9.93","0.0",,,,,,,,
"USC00116072","2011-07",,,,"5","3","0","0",,,,,,,"0","0.0","1.60",,,,"3.99","0.0",,,,,,,,
"USC00116072","2011-08",,,,"5","2","0","0",,,,,,,"0","0.0","0.79",,,,"1.11","0.0",,,,,,,,
"USC00116072","2011-09",,,,"7","2","0","0",,,,,,,"0","0.0","1.74",,,,"2.77","0.0",,,,,,,,
"USC00116072","2011-10",,,,"4","4","0","0",,,,,,,"0","0.0","1.28",,,,"2.35","0.0",,,,,,,,
"USC00116072","2011-11",,,,"13","9","0","0",,,,,,,"0","0.0","0.91",,,,"5.72","0.0",,,,,,,,
"USC00116072","2011-12",,,,"11","9","2","2",,,,,,,"1","1.0","1.23",,,,"4.36","2.0",,,,,,,,
"USC00116072","2012-01",,,,"8","6","3","0",,,,,,,"1","0.9","1.06",,,,"2.30","0.9",,,,,,,,
"USC00116072","2012-02",,,,"10","4","1","1",,,,,,,"2","2.4","0.90",,,,"2.10","2.4",,,,,,,,
"USC00116072","2012-03",,,,"12","7","0","0",,,,,,,"0","0.0","0.80",,,,"2.89","0.0",,,,,,,,
"USC00116072","2012-04",,,,"11","9","0","0",,,,,,,"0","0.0","1.15",,,,"4.99","0.0",,,,,,,,
"USC00116072","2012-05",,,,"8","4","0","0",,,,,,,"0","0.0","0.24",,,,"0.85","0.0",,,,,,,,
"USC00116072","2012-06",,,,"4","3","0","0",,,,,,,"0","0.0","0.85",,,,"1.52","0.0",,,,,,,,
"USC00116072","2012-07",,,,"7","3","0","0",,,,,,,"0","0.0","0.93",,,,"2.05","0.0",,,,,,,,
"USC00116072","2012-08",,,,"5","5","0","0",,,,,,,"0","0.0","1.22",,,,"3.17","0.0",,,,,,,,
"USC00116072","2012-09",,,,"15","11","0","0",,,,,,,"0","0.0","1.08",,,,"6.04","0.0",,,,,,,,
"USC00116072","2012-10",,,,"7","5","0","0",,,,,,,"0","0.0","0.84",,,,"3.02","0.0",,,,,,,,
"USC00116072","2012-11",,,,"5","3","0","0",,,,,,,"0","0.0","1.59",,,,"2.02","0.0",,,,,,,,
"USC00116072","2012-12",,,,"8","4","3","1",,,,,,,"5","5.4","0.57",,,,"1.68","5.6",,,,,,,,
"USC00116072","2013-01",,,,"10","6","6","0",,,,,,,"4","0.5","2.48",,,,"5.82","0.6",,,,,,,,
"USC00116072","2013-02",,,,"9","5","5","2",,,,,,,"4","3.7","0.83",,,,"2.41","6.8",,,,,,,,
"USC00116072","2013-03",,,,"7","3","3","2",,,,,,,"7","6.6","0.74",,,,"4.33","7.9",,,,,,,,
"USC00116072","2013-04",,,,"9","6","0","0",,,,,,,"0","0.0","3.00",,,,"7.11","0.0",,,,,,,,
"USC00116072","2013-05",,,,"10","7","0","0",,,,,,,"0","0.0","2.27",,,,"8.76","0.0",,,,,,,,
"USC00116072","2013-06",,,,"11","7","0","0",,,,,,,"0","0.0","1.44",,,,"5.92","0.0",,,,,,,,
"USC00116072","2013-07",,,,"10","4","0","0",,,,,,,"0","0.0","1.80",,,,"3.58","0.0",,,,,,,,
"USC00116072","2013-08",,,,"3","3","0","0",,,,,,,"0","0.0","0.26",,,,"0.47","0.0",,,,,,,,
"USC00116072","2013-09",,,,"8","5","0","0",,,,,,,"0","0.0","0.64",,,,"1.34","0.0",,,,,,,,
"USC00116072","2013-10",,,,"8","7","0","0",,,,,,,"0","0.0","0.73",,,,"3.28","0.0",,,,,,,,
"USC00116072","2013-11",,,,"9","8","0","0",,,,,,,"0","0.0","0.76",,,,"2.72","0.0",,,,,,,,
"USC00116072","2013-12",,,,"7","5","13","3",,,,,,,"6","5.2","0.95",,,,"3.10","9.6",,,,,,,,
"USC00116072","2014-01",,,,"7","4","13","4",,,,,,,"8","6.0","0.69",,,,"1.80","12.2",,,,,,,,
"USC00116072","2014-02",,,,"7","3","14","1",,,,,,,"5","4.6","0.40",,,,"1.15","5.6",,,,,,,,
"USC00116072","2014-03",,,,"6","4","4","1",,,,,,,"2","2.0","0.42",,,,"1.50","2.9",,,,,,,,
"USC00116072","2014-04",,,,"10","8","0","0",,,,,,,"0","0.0","3.61",,,,"8.39","0.0",,,,,,,,
"USC00116072","2014-05",,,,"10","8","0","0",,,,,,,"0","0.0","0.63",,,,"1.78","0.0",,,,,,,,
"USC00116072","2014-06",,,,"12","8","0","0",,,,,,,"0","0.0","2.57",,,,"6.02","0.0",,,,,,,,
"USC00116072","2014-07",,,,"3","2","0","0",,,,,,,"0","0.0","0.32",,,,"0.62","0.0",,,,,,,,
"USC00116072","2014-08",,,,"14","7","0","0",,,,,,,"0","0.0","2.18",,,,"5.70","0.0",,,,,,,,
"USC00116072","2014-09",,,,"6","5","0","0",,,,,,,"0","0.0","1.17",,,,"2.98","0.0",,,,,,,,
"USC00116072","2014-10",,,,"12","7","0","0",,,,,,,"0","0.0","1.41",,,,"2.85","0.0",,,,,,,,
"USC00116072","2014-11",,,,,,"2","1",,,,,,,"2","2.0",,,,,"1.65","2.0",,,,,,,,
"USC00116072","2014-12",,,,"7","6","0","0",,,,,,,"0","0.0","2.30",,,,"4.13","0.0",,,,,,,,
"USC00116072","2015-01",,,,"4","4","0","0",,,,,,,"0","0.0","0.64",,,,"1.68","0.0",,,,,,,,
"USC00116072","2015-02",,,,,,"7","3",,,,,,,"8","7.7",,,,,"3.79","13.7",,,,,,,,
"USC00116072","2015-03",,,,"8","6","7","1",,,,,,,"8","1.0","1.15",,,,"3.78","1.0",,,,,,,,
"USC00111160","1990-01",,"0","0","7","4","0","0","0","22","0","1","0","14","0","0.0","0.67","72","2703","648","1.59","0.0","41.9","54.9","28.9",,,,,
"USC00111160","1990-02",,"0","0","11","9","1","1","0","20","0","2","0","14","2","5.5","1.37","72","3298","594","4.85","5.5","40.0","52.9","27.0",,,,,
"USC00111160","1990-03",,"29","29","12","10","1","1","0","12","0","8","0","17","4","7.5","0.66","84","3749","451","3.35","7.5","49.6","61.9","37.3",,,,,
"USC00111160","1990-04",,"61","33","11","9","0","0","0","8","0","12","0","18","0","0.0","1.20","88","4083","334","3.96","0.0","54.1","66.9","41.3",,,,,
"USC00111160","1990-05",,"90","29","15","14","0","0","0","0","0","25","0","38","0","0.0","4.37","84","4171","87","11.35","0.0","62.8","74.0","51.6",,,,,
"USC00111160","1990-06",,"400","310","8","5","0","0","0","0","0","30","7","46","0","0.0","2.02","93","4173","2","5.17","0.0","75.4","85.6","65.2",,,,,
"USC00111160","1990-07",,"803","402","9","7","0","0","0","0","0","29","17","57","0","0.0","1.41","102","0","0","2.50","0.0","78.8","89.6","68.1",,,,,
"USC00111160","1990-08",,"1140","337","9","8","0","0","0","0","0","31","9","51","0","0.0","0.60","102","0","0","2.75","0.0","75.9","86.1","65.6",,,,,
"USC00111160","1990-09",,"1402","262","4","2","0","0","0","0","0","28","8","38","0","0.0","0.77","102","34","33","1.37","0.0","72.7","84.6","60.8",,,,,
"USC00111160","1990-10",,"1443","41","8","8","0","0","0","6","0","17","0","29","0","0.0","1.72","87","320","286","5.41","0.0","57.1","70.5","43.7",,,,,
"USC00111160","1990-11",,"1451","8","7","4","0","0","0","10","0","11","0","27","0","0.0","1.83","80","714","393","3.72","0.0","51.6","63.4","39.9",,,,,
"USC00111160","1990-12",,"1451","0","14","10","9","4","0","21","7","0","0","1","9","5.6","1.80","65","1564","850","8.99","14.9","33.7","43.9","23.5",,,,,
"USC00111160","1991-01",,,,"10","7","19","2",,,"10","0","0",,"4","1.0","0.47","46",,,"2.07","2.6",,"34.7",,,,,,
"USC00111160","1991-02",,,"0","5","2","0","0","0","18","1","2","0","6","0","0.0","0.47","71",,"628","0.76","0.0","40.7","52.4","28.9",,,,,
"USC00111160","1991-03",,,"22","9","5","0","1","0","14","0","4","0","20","0","1.5","1.36","86",,"493","3.35","1.5","49.2","60.4","37.8",,,,,
"USC00111160","1991-04",,,"24","12","10","0","0","0","0","0","18","0","36","0","0.0","0.90","83",,"172","3.53","0.0","59.6","70.2","48.9",,,,,
"USC00111160","1991-05",,,"217","13","11","0","0","0","0","0","29","1","44","0","0.0","1.03","91",,"27","4.00","0.0","71.4","81.1","61.6",,,,,
"USC00111160","1991-06",,,"345","2","1","0","0","0","0","0","30","6","54","0","0.0","1.07","95",,"0","1.11","0.0","76.5","86.5","66.5",,,,,
"USC00111160","1991-07",,,"411","6","5","0","0","0","0","0","30","17","55","0","0.0","3.47","99","0","0","6.87","0.0","78.7","89.7","67.7",,,,,
"USC00111160","1991-08",,,"400","7","5","0","0","0","0","0","31","18","57","0","0.0","0.50","100","0","0","2.12","0.0","77.9","89.6","66.2",,,,,
"USC00111160","1991-09",,,"230","9","9","0","0","0","0","0","22","8","37","0","0.0","2.16","95","92","92","6.44","0.0","69.5","80.2","58.9",,,,,
"USC00111160","1991-10",,,"41","13","10","0","0","0","3","0","20","0","31","0","0.0","1.16","83","298","206","6.03","0.0","59.7","71.5","47.8",,,,,
"USC00111160","1991-11",,,"0","12","8","3","1","0","14","3","2","0","10","4","3.9","0.88","74","924","626","3.83","3.9","42.2","51.7","32.6",,,,,
"USC00111160","1991-12",,,"0","10","6","0","0","0","16","2","1","0","10","0","0.5","0.55","70","1666","742","2.65","0.5","39.4","47.8","31.0",,,,,
"USC00111160","1992-01",,"0","0","7","4","3","1","0","16","2","0","0","6","3","3.8","0.62","59","2529","863","1.29","3.8","37.2","45.2","29.1",,,,,
"USC00111160","1992-02",,"0","0","8","6","2","1","0","14","0","1","0","14","3","4.8","0.72","71","3173","644","2.06","4.8","42.8","52.9","32.7",,,,,
"USC00111160","1992-03",,"2","2","11","8","0","2","0","13","0","8","0","17","0","3.0","1.14","79","3685","512","3.80","4.6","48.5","60.1","36.9",,,,,
"USC00111160","1992-04",,"42","40","12","6","0","0","0","5","0","17","0","29","0","0.0","0.97","87","3932","247","2.86","0.0","58.1","70.1","46.1",,,,,
"USC00111160","1992-05",,"128","86","7","6","0","0","0","0","0","23","0","36","0","0.0","0.30","86","4047","114","1.17","0.0","64.1","75.8","52.3",,,,,
"USC00111160","1992-06",,"342","213","6","5","0","0","0","0","0","29","3","47","0","0.0","2.20","93","4057","10","3.57","0.0","72.1","83.4","60.7",,,,,
"USC00111160","1992-07",,"764","423","13","9","0","0","0","0","0","31","12","61","0","0.0","2.03","95","0","0","6.01","0.0","78.6","88.8","68.4",,,,,
"USC00111160","1992-08",,"993","229","6","4","0","0","0","0","0","30","5","52","0","0.0","1.07","95","3","3","2.30","0.0","72.6","83.3","61.9",,,,,
"USC00111160","1992-09",,"1158","165","9","7","0","0","0","0","0","27","3","38","0","0.0","0.60","92","60","56","2.45","0.0","68.6","80.1","57.1",,,,,
"USC00111160","1992-10",,"1185","27","4","4","0","0","0","1","0","19","0","28","0","0.0","0.40","88","287","227","1.06","0.0","58.5","71.3","45.8",,,,,
"USC00111160","1992-11",,"1185","0","14","12","0","0","0","12","0","0","0","25","0","0.0","2.30","67","876","589","7.37","0.0","44.6","51.6","37.6",,,,,
"USC00111160","1992-12",,"1185","0","11","7","0","1","0","27","1","0","0","12","0","1.0","2.00","65","1766","889","3.12","1.6","36.3","44.6","28.0",,,,,
"USC00111160","1993-01",,"0","0","11","7","3","1","0","27","9","0","0","12","4","4.5","2.09","63","2725","959","4.54","5.3","33.0","41.5","24.5",,,,,
"USC00111160","1993-02",,"0","0","7","6","11","4","2","23","8","0","0","-6","10","10.3","0.95","65","3657","932","2.91","20.4","31.7","41.5","21.9",,,,,
"USC00111160","1993-03",,"0","0","16","10","3","0","0","14","0","3","0","12","5","0.7","0.48","76","4348","690","3.13","1.8","42.0","50.7","33.2",,,,,
"USC00111160","1993-04",,"6","6","16","10","0","0","0","4","0","12","0","31","0","0.0","1.15","78","4691","344","4.49","0.0","53.7","64.2","43.3",,,,,
"USC00111160","1993-05",,"108","102","15","11","0","0","0","0","0","24","0","35","0","0.0","1.20","88","4752","61","4.49","0.0","66.3","76.6","56.0",,,,,
"USC00111160","1993-06",,"392","284","13","11","0","0","0","0","0","29","3","48","0","0.0","1.55","94","4764","12","5.40","0.0","74.4","84.2","64.6",,,,,
"USC00111160","1993-07",,"896","503","10","9","0","0","0","0","0","31","20","66","0","0.0","1.47","94","0","0","4.85","0.0","81.2","89.7","72.8",,,,,
"USC00111160","1993-08",,"1340","444","10","8","0","0","0","0","0","31","17","59","0","0.0","2.05","95","0","0","4.47","0.0","79.3","89.1","69.6",,,,,
"USC00111160","1993-09",,"1442","101","13","9","0","0","0","0","0","25","0","41","0","0.0","3.15","89","64","64","9.38","0.0","66.2","75.3","57.1",,,,,
"USC00111160","1993-10",,"1455","13","5","3","0","0","0","1","0","13","0","29","0","0.0","1.60","82","365","301","2.41","0.0","55.7","66.6","44.8",,,,,
"USC00111160","1993-11",,"1455","0","8","6","5","2","0","12","2","1","0","15","3","2.5","1.88","77","1025","660","4.81","4.0","43.0","52.1","33.9",,,,,
"USC00111160","1993-12",,"1455","0","12","5","1","1","0","18","4","0","0","5","1","1.5","0.60","59","1876","851","1.51","2.3","36.4","44.1","28.7",,,,,
"USC00111160","1994-01",,"0","0","12","8","9","3","5","25","9","0","0","-8","4","2.4","0.87","53","3061","1185","2.81","6.2","26.8","34.0","19.6",,,,,
"USC00111160","1994-02",,"0","0","7","3","0","0","0","23","6","0","0","6","0","0.5","0.35","67","3936","875","0.86","1.5","33.7","43.0","24.5",,,,,
"USC00111160","1994-03",,"0","0","7","7","0","0","0","15","0","9","0","23","0","0.0","0.73","81","4489","553","1.96","0.0","47.2","59.9","34.4",,,,,
"USC00111160","1994-04",,"39","39","13","11","0","1","0","3","0","16","0","25","0","1.0","3.00","86","4735","246","11.22","1.0","58.1","70.0","46.2",,,,,
"USC00111160","1994-05",,"98","59","8","7","0","0","0","0","0","22","0","37","0","0.0","0.54","85","4847","112","2.19","0.0","63.4","74.9","51.9",,,,,
"USC00111160","1994-06",,"438","340","9","5","0","0","0","0","0","27","13","55","0","0.0","1.55","94","4850","3","4.72","0.0","77.0","87.2","66.7",,,,,
"USC00111160","1994-07",,"812","373","5","4","0","0","0","0","0","31","9","56","0","0.0","1.11","94","0","0","2.64","0.0","77.0","87.0","67.1",,,,,
"USC00111160","1994-08",,"1117","305","10","8","0","0","0","0","0","30","9","51","0","0.0","1.21","96","1","1","3.11","0.0","75.2","86.5","63.9",,,,,
"USC00111160","1994-09",,"1243","126","6","6","0","0","0","0","0","25","4","45","0","0.0","0.58","92","46","44","2.06","0.0","67.7","79.6","55.8",,,,,
"USC00111160","1994-10",,"1286","43","9","6","0","0","0","2","0","17","0","30","0","0.0","1.08","89","236","190","2.81","0.0","60.3","71.4","49.1",,,,,
"USC00111160","1994-11",,"1291","5","10","9","0","0","0","5","0","8","0","27","0","0.0","1.34","76","631","395","5.43","0.0","52.0","61.8","42.2",,,,,
"USC00111160","1994-12",,"1291","0","8","7","0","0","0","15","0","0","0","16","0","0.0","0.62","65","1391","759","1.89","0.0","40.5","49.2","31.8",,,,,
"USC00111160","1995-01",,"0","0","11","7","6","2","0","24","8","0","0","4","1","1.4","2.17","69","2443","1052","4.54","3.8","31.0","38.2","23.9",,,,,
"USC00111160","1995-02",,"0","0","7","5","1","1","0","19","4","4","0","6","1","1.2","1.00","78","3133","690","1.82","2.1","38.1","49.5","26.7",,,,,
"USC00111160","1995-03",,"1","1","7","5","0","0","0","10","2","11","0","16","0","0.5","2.05","77","3666","533","3.69","0.5","47.9","58.9","36.8",,,,,
