,Unnamed: 0,STATE,YEAR,MONTH,TMP_HIGH,TMP_AVG,TMP_LOW,DP_HIGH,DP_AVG,DP_LOW,HUM_HIGH,HUM_AVG,HUM_LOW,SEALVL_HIGH,SEALVL_AVG,SEALVL_LOW,VIS_HIGH,VIS_AVG,VIS_LOW,WIND_HIGH,WIND_AVG,PRECIP,NUMDAY_RAIN,NUM_DAYS_SNOW,NUM_DAYS_FOG,NUM_DAYS_THNDRSTRM,Price
115,115,IL,2010,AUG,95.68518519,76.90829209,52.92592593,80.57407407,66.3039455,46.01851852,98.44444444,71.95911418,26.05555556,30.23814815,29.97908204,29.73555556,10.55555556,8.92014849,0,25.05555556,4.40076236,1.593333333,22,0,7,15,4.05
116,116,IL,2010,SEP,92.2037037,67.489369,41.68518519,73.03703704,54.65706447,30.59259259,98.05555556,67.79526749,22.53703704,30.21277778,29.99261934,29.74592593,10,9.425445816,0.222222222,28,6.533127572,2.1,30,0,4,15,4.51
117,117,IL,2010,OCT,87.48148148,56.75746714,26.66666667,63.94444444,38.79569893,13.90740741,97.92592593,57.54540024,15.18518519,30.44240741,30.01949821,29.08481481,10,9.770609319,0.685185185,34.61111111,6.985663082,0.830555556,14,0,2,9,4.62
118,118,IL,2010,NOV,74.42592593,44.06515775,19.7962963,60.68518519,32.80775034,5.314814815,98.72222222,68.78360768,20.48148148,30.43666667,30.05361866,29.57592593,10,8.930178326,0.037037037,29.40740741,8.744101509,1.885740741,23,3,5,5,4.84
119,119,IL,2010,DEC,58.07407407,24.86479063,-0.351851852,54.81481481,20.73743955,-5.814814815,98.24074074,82.23591341,45.33333333,30.52296296,30.10112492,29.51685185,10,7.483659043,0,31.48148148,8.36928799,1.175185185,11,34,9,3,3.42
120,120,IL,2011,JAN,43.98148148,23.38274674,-4.759259259,39.68518519,17.83657958,-10,98.88888889,78.47414554,40.2037037,30.58592593,30.07113961,29.45185185,10,7.509057547,0,26.33333333,8.005121867,0.241851852,7,32,6,0,4.94
121,121,IL,2011,FEB,63.35185185,31.04651675,-5.925925926,55.96296296,24.18276014,-12.5,98.01851852,76.65307172,33.42592593,30.58111111,30.05193734,29.47833333,10,8.42962473,0.074074074,39.51851852,9.411253184,75.31203704,15,20,4,5,5.86
122,122,IL,2011,MAR,73.48148148,42.20643904,23.24074074,57.42592593,32.4072502,6.296296296,98.5,71.32214048,19.57407407,30.48277778,30.09512168,29.48166667,10,8.911431805,0.333333333,33.94444444,9.293686727,1.183888889,24,6,2,9,5.73
123,123,IL,2011,ARP,84.55555556,54.25824515,30.98148148,66.09259259,43.09175485,18.31481481,97.51851852,69.48589065,21.85185185,30.38037037,29.81695855,29.27259259,10,8.90335097,0.296296296,36.88888889,10.81710758,3.711851852,39,0,3,21,6.65
124,124,IL,2011,MAY,90.46296296,63.1692951,34.57407407,71.12962963,52.93201912,27.96296296,98.07407407,71.40489845,28.72222222,30.41685185,29.89522222,29.48092593,10,8.966726404,0.055555556,31.62962963,8.728912784,3.087962963,36,0,5,18,6.56
125,125,IL,2011,JUN,95.66666667,73.11054552,53.96296296,74.27777778,62.19959253,43.62962963,97.77777778,70.44372073,24.72222222,30.29148148,29.91901387,29.60388889,10,9.335513592,0.388888889,31.46296296,7.36103205,4.372407407,37,0,3,29,6.56
126,126,IL,2011,JUL,97.09259259,79.89292197,60.72222222,80.55555556,69.49273722,54.25925926,97.42592593,71.91390843,34.14814815,30.14777778,29.96149101,29.78166667,10,8.859410474,0.222222222,27.37037037,4.47706752,1.830925926,22,0,4,18,6.96
127,127,IL,2011,AUG,95.14814815,74.77890304,53.90740741,78.87037037,63.42284996,46.7037037,97.37037037,69.90034245,29.21592593,30.10944444,29.92898396,28.93166667,10,9.141543956,0,24.55555556,4.147497338,1.376666667,17,0,8,12,6.1
128,128,IL,2011,SEP,97.74074074,63.44149112,40.14814815,72.22222222,51.96473903,27.33333333,98.44444444,70.09579433,22.62962963,30.37462963,30.00628921,29.63425926,10,8.606174945,0,26.01851852,5.940954767,2.383703704,30,0,11,9,5.84
129,129,IL,2011,OCT,85.22222222,55.53285544,30.74074074,62.33333333,41.52270012,18.37037037,99,64.51493429,19.01851852,30.35574074,30.02987455,29.55351852,10,9.566905615,0.685185185,28.05555556,6.514934289,1.240185185,25,0,2,4,5.9
130,130,IL,2011,NOV,72.16666667,46.49647266,23.27777778,59.5,37.4212963,9.148148148,99,73.57363316,23.03703704,30.34055556,30.01172266,29.45,10,8.767724868,0.259259259,34.22222222,11.11018519,3.220555556,26,2,3,3,5.92
131,131,IL,2011,DEC,58.11111111,37.08741537,13.25925926,56.2037037,31.51225718,6.814814815,98.2962963,80.38488429,38.33333333,30.58222222,30.14399929,29.49,10,8.655382981,0.055555556,27.46296296,7.90877915,2.158888889,27,8,5,2,6.68
132,132,IL,2012,JAN,60.92592593,32.90720912,5.944444444,53.62962963,25.14628073,-1.425925926,98.44444444,74.58652601,33.09259259,30.4937037,30.01752392,29.39777778,10,8.632488479,0,35.01851852,10.24442537,1.050185185,15,21,6,3,6.12
133,133,IL,2012,FEB,62.38888889,36.11480569,13.07407407,56.40740741,28.26049079,0.981481481,98.96296296,74.7624065,23.64814815,30.50611111,30.09919814,29.32111111,10,8.033570516,0,34.83333333,8.875889436,0.844259259,24,16,12,3,6.37
134,134,IL,2012,MAR,83.37037037,56.08832067,20.42592593,64.62962963,43.59911456,11.22222222,97.48148148,66.42125629,21.51851852,30.54518519,30.00791017,29.30351852,10,9.311777252,0.12962963,35.37037037,10.23515524,1.356296296,27,4,6,18,6.48
135,135,IL,2012,ARP,84.85185185,55.1423932,28.46296296,65.18518519,40.71492452,13.2962963,97.11111111,61.60373481,16.53703704,30.37481481,29.98846023,29.54425926,10,9.323407669,0.648148148,32.09259259,9.12052592,2.688703704,33,0,2,19,6.39
136,136,IL,2012,MAY,94.12962963,68.34468339,44.09259259,71.44444444,52.21109875,27.25925926,97.90740741,59.55712108,16.74074074,30.24092593,29.96556132,29.59703704,10,9.49769291,0.296296296,30.12962963,7.491513204,2.103333333,25,0,3,19,6.43
137,137,IL,2012,JUN,100.1481481,72.64135802,46.87037037,76.59259259,56.88024691,37.33333333,97.09259259,59.38580247,20.53703704,30.18203704,29.95504321,29.72740741,10,9.867283951,0.888888889,26.88888889,6.366666667,0.989444444,19,0,0,10,7.3
138,138,IL,2012,JUL,102.962963,81.15800478,59.59259259,77.61111111,66.1844598,49.42592593,96.68518519,62.94030551,24.12962963,30.14777778,29.97173707,29.65833333,10,9.735748421,1.018518519,24.7962963,4.849462366,0.889814815,20,0,0,17,7.58
139,139,IL,2012,AUG,97.22222222,73.33753366,49.31481481,75.61111111,59.27617117,40.27777778,98.44444444,65.24823767,20.27777778,30.16796296,29.98258131,29.74777778,10,9.517910936,0.240740741,27.24074074,4.460864504,2.788703704,26,0,4,16,6.84
140,140,IL,2012,SEP,91.46296296,64.70925926,34.37037037,74.59259259,53.38535547,25.81481481,98.59259259,70.83043848,21.09259259,30.36222222,30.02292997,29.70388889,10,9.165027671,0,27.2962963,5.639889315,3.952777778,28,0,8,12,6.84
141,141,IL,2012,OCT,80.24074074,52.39545998,29.16666667,65.85185185,42.34587814,17.74074074,98.42592593,71.00955795,26.14814815,30.40555556,29.9812963,29.34018519,10,9.507168459,0.37037037,31.2037037,9.002389486,3.088333333,33,0,2,14,7.07
142,142,IL,2012,NOV,71.74074074,41.53131829,17.85185185,55.94444444,32.71053403,13.24074074,99.16666667,72.67354193,31.14814815,30.54203704,30.17956901,29.77851852,10,8.745054633,0,33.2037037,6.663208931,1.006851852,16,2,7,4,6.73
143,143,IL,2012,DEC,70.2037037,36.88093626,8.611111111,60.96296296,31.93519087,5.5,99.07407407,81.74816901,39.48148148,30.43685185,29.99685629,29.1587037,10,8.077449698,0,37.77777778,8.954365554,1.871666667,26,12,9,4,6.44
144,144,IL,2013,JAN,63.57407407,28.92791716,3.074074074,59.48148148,22.53799283,-6.259259259,98.96296296,75.87753883,36.75925926,30.62240741,30.15085026,29.31,10,8.868618081,0.037037037,32.03703704,9.620230984,2.907592593,21,17,6,4,6.87
145,145,IL,2013,FEB,55.68518519,30.15465608,3.777777778,47.98148148,23.97669312,-3.5,98.87037037,77.74396825,39.96296296,30.45388889,30.0089336,29.36740741,10,8.541693122,0,32.64814815,10.00526455,1.950740741,18,26,2,4,7.05
146,146,IL,2013,MAR,61.7037037,34.71923537,13.2037037,50.03703704,26.8255675,5.185185185,98.88888889,74.25806452,31.2962963,30.46166667,30.06612306,29.53648148,10,8.611111111,0,29.96296296,9.152329749,1.716851852,24,26,6,4,7.14
147,147,IL,2013,ARP,83.44444444,50.53861454,23.53703704,65.48148148,39.66474623,10.2962963,98.62962963,68.66693416,21.09259259,30.47055556,29.99965538,29.51333333,10,9.208871742,0.333333333,33.72222222,10.05745199,5.860185185,35,1,2,19,6.91
148,148,IL,2013,MAY,90.01851852,64.24074074,36.11111111,72.2037037,53.69474313,23.88888889,97.96296296,70.95101553,21.90740741,30.42222222,29.970908,29.66148148,10,9.260454002,0.185185185,31.68518519,8.237753883,5.86962963,46,0,3,27,6.96
149,149,IL,2013,JUN,93.09259259,71.77301587,48.2037037,76.14814815,61.65854578,43.42592593,97.83333333,72.65315857,30.83333333,30.15981481,29.93063115,29.62111111,10,9.483541767,0.222222222,31.12962963,6.573007856,3.660555556,39,0,4,26,6.73
150,150,IL,2013,JUL,94.05555556,73.05495818,49,77.27777778,64.22222222,45.05555556,97.57407407,74.35663083,32.83333333,30.34055556,30.04165472,29.75759259,10,9.234169654,0.055555556,24.05555556,4.709677419,2.516666667,30,0,7,14,6.09
151,151,IL,2013,AUG,96.68518519,72.90638149,49.81481481,78.01851852,63.87628348,45.77777778,97.83333333,75.08938497,34.74074074,30.275,30.05427545,29.7487037,10,8.944621925,0,21.62962963,3.713075511,1.49037037,18,0,9,11,5.25
152,152,IL,2013,SEP,94.98148148,68.6191358,43.44444444,74.44444444,57.89259259,37.25925926,97.5,72.01049383,27.44444444,30.29759259,30.01668519,29.76740741,10,9.274691358,0.37037037,22.53703704,5.132716049,1.060185185,21,0,7,9,4.49
153,153,IL,2013,OCT,86.25925926,54.60581669,24.12962963,71.59259259,45.56638176,20.46296296,98.22222222,73.75650807,23.33333333,30.475,30.03039609,28.6212963,10,9.06205956,0,24.92592593,6.540235389,3.219259259,35,1,7,8,4.5
154,154,IL,2013,NOV,72.27777778,38.63333333,11.03703704,64.07407407,30.34341564,3.074074074,98.22222222,72.29506173,28.64814815,30.76555556,30.20378807,29.29314815,10,9.453909465,0.277777778,36.77777778,9.155144032,1.196851852,24,6,2,5,4.58
155,155,IL,2013,DEC,59.38888889,26.20394265,-2.296296296,56.11111111,21.29133811,-8.277777778,99.07407407,79.42104739,40.96296296,30.70888889,30.12619992,29.49592593,10,7.984050179,0,25.94444444,8.269992035,1.697407407,16,31,9,0,6.89
156,156,IL,2014,JAN,49.62962963,19.75499801,-12.72222222,41.05555556,12.59024599,-24.74074074,99.61111111,73.01737279,30.16666667,30.69407407,30.04904448,29.47296296,10,8.454841773,0,36.48148148,11.73673682,0.891666667,15,43,6,1,4.47
157,157,IL,2014,FEB,55.51851852,18.93258867,-13.31481481,52.31481481,12.39187733,-21.01851852,99,73.94878013,34.18518519,30.57944444,30.12092225,29.26425926,10,8.736160102,0.055555556,36.48148148,8.488217715,1.479814815,9,32,4,5,4.36
158,158,IL,2014,MAR,69.48148148,35.01720903,-0.981481481,51.77777778,25.51067136,-10.22222222,98.61111111,70.10855592,29.18518519,30.50851852,30.06765659,29.43740741,10,8.982821791,0.37037037,33.75925926,9.396905112,1.02037037,17,14,1,7,4.56
159,159,IL,2014,ARP,80.01851852,52.45484881,27.85185185,63.61111111,39.61307926,17.16666667,98.90740741,64.93932129,18.90740741,30.34611111,29.93282806,29.40462963,10,9.421560208,0.407407407,32.85185185,9.513401323,3.752407407,37,2,3,16,4.77
160,160,IL,2014,MAY,88.59259259,64.07204507,36.01851852,70.98148148,51.93324888,26.03703704,98.77777778,67.08814046,25.2037037,30.28425926,29.9832127,29.70981481,10,9.606474958,0.592592593,29.94444444,8.126101017,2.74037037,38,0,2,21,4.68
161,161,IL,2014,JUN,91.2962963,73.22238432,50.46296296,77.62962963,64.13745293,42.53703704,99.2962963,75.31166945,30.62962963,30.11962963,29.93417896,29.65981481,10,9.139126306,0.055555556,29.68518519,7.161219177,5.297962963,43,0,6,26,4.12
162,162,IL,2014,JUL,92,69.85394265,50.7037037,77.44444444,60.88254182,47.66666667,99.07407407,74.24970131,35.90740741,30.32,30.02298163,29.68277778,10,9.405092593,0,27.7037037,5.279047192,1.961666667,29,0,6,17,3.74
163,163,IL,2014,AUG,92.62962963,73.61947431,51.2962963,79.64814815,66.55495819,48.68518519,99.2962963,81.12425329,37.5,30.18685185,29.99403226,29.75648148,10,8.299283154,0,24.75925926,4.490442055,3.677777778,38,0,15,25,3.51
164,164,IL,2014,SEP,91.51851852,64.4302591,39.37037037,75.92592593,55.91589711,37.74074074,98.87037037,76.91009995,30.75925926,30.38259259,30.08759738,29.62296296,10,9.076272136,0,26.22222222,4.954183814,3.36462963,25,0,10,15,3.58
165,165,IL,2014,OCT,81.2037037,53.79318996,30.44444444,67.74074074,45.20501792,20.35185185,99.11111111,74.82520908,23.81481481,30.37925926,29.95107228,29.45574074,10,9.116845878,0,30.31481481,6.855495818,3.308888889,37,1,8,10,3.63
166,166,IL,2014,NOV,66.85185185,34.79796575,7.648148148,55.83333333,27.22748459,1.37037037,99.2962963,73.73504349,27.05555556,30.49185185,30.08181536,29.14814815,10,9.095042132,0.092592593,31.18518519,9.912633594,1.397592593,20,21,3,0,3.81
167,167,IL,2014,DEC,53.48148148,33.24671446,7.648148148,48.66666667,29.05973716,-0.814814815,99.2962963,83.53405018,40.59259259,30.715,30.19950418,29.52240741,10,7.902031063,0,25.88888889,7.66009558,1.358888889,23,6,9,0,4.84
168,168,IL,2015,JAN,48.12962963,25.78012744,-5.37037037,40.88888889,20.52803664,-11.77777778,99.40740741,79.09506173,43.09259259,30.88148148,30.19044205,29.59462963,10,8.447152529,0.185185185,30.46296296,8.212465154,1.033333333,19,27,6,0,3.82
169,169,IL,2015,FEB,50.57407407,18.47461335,-9.703703704,42.53703704,12.24236874,-15.7037037,99.03703704,73.38899064,37.16666667,30.76537037,30.20105718,29.60111111,10,8.757478633,0,32.2037037,9.027269028,0.642962963,4,32,2,0,3.78
170,170,IL,2015,MAR,75.11111111,38.54113899,-1.87037037,52.98148148,29.48211868,-6.777777778,99.42592593,72.21481482,25.42592593,30.60092593,30.16611549,29.73111111,10,8.570967742,0,27.09259259,7.713540422,1.432037037,23,7,11,2,3.79
171,171,IL,2015,ARP,79.85185185,53.98148148,27.62962963,66.24074074,40.14567901,15.16666667,99.51851852,62.62345679,18.66666667,30.36851852,29.9621358,29.36296296,10,9.254320988,0,35.42592593,8.822839505,2.387222222,32,0,5,15,3.62
172,172,IL,2015,MAY,85.37037037,64.85483871,34.40740741,70.59259259,53.96654719,30.94444444,98.94444444,70.62305854,23.51851852,30.45259259,30.07323178,29.82037037,10,9.405615293,0.074074074,29.98148148,8.442054959,4.070740741,43,0,4,19,3.65
173,173,IL,2015,JUN,93.24074074,71.94448702,49.05555556,76.46296296,64.34942529,45.68518519,99.11111111,78.73475947,35.7962963,30.22759259,29.95430247,29.69648148,10,9.079885057,0,30.14814815,6.450404428,6.570925926,44,0,5,33,3.85
174,174,IL,2015,JUL,91.92592593,73.71565114,55.46296296,80.48148148,66.58841099,51.96296296,98.7962963,78.98446834,36.92592593,30.17277778,29.95698327,29.625,10,8.866786141,0.037037037,23.98148148,4.752688172,3.427592593,33,0,6,19,3.63
175,175,IL,2015,AUG,90.07407407,71.26386755,49.16666667,75.14814815,63.07100188,45.64814815,99.2962963,76.76762246,35.44444444,30.21462963,30.0073289,29.68888889,10,9.226062468,0.037037037,22.83333333,4.504352279,2.072407407,22,0,9,15,3.69
176,176,IL,2015,SEP,93.42592593,69.88173691,43.40740741,73.92592593,59.11238825,38.61111111,99.40740741,72.51145168,27.5,30.27092593,30.05485781,29.75240741,10,9.344167731,0.296296296,23.88888889,5.173669647,2.892407407,23,0,4,14,3.7
177,177,IL,2015,OCT,81.05555556,55.94279968,27.51851852,64.18518519,44.0962963,18.51851852,99.33333333,68.18569494,20.2962963,30.54648148,30.0815585,29.50907407,10,9.276427718,0,26.94444444,7.963584229,1.22962963,22,0,5,6,3.7
178,178,IL,2015,NOV,72.03703704,46.06666667,11.64814815,63.42592593,38.36975309,6.981481481,99.55555556,76.19506173,27.51851852,30.47018519,30.10377778,29.38296296,10,8.779012346,0,35.14814815,9.274074074,3.449444444,31,4,10,4,3.79
179,179,IL,2015,DEC,66.2962963,40.92437276,18.77777778,62.85185185,36.52787734,12.55555556,99.81481481,84.73775388,42.12962963,30.63777778,29.99158224,29.16166667,10,8.176782158,0,35.16666667,10.09761051,4.992777778,30,8,15,10,3.71
180,180,IL,2016,JAN,57,27.40205838,0.37037037,50,22.04190939,-6.888888889,99.77777778,78.83253226,48.7037037,30.56333333,30.0616468,29.4337037,10,9.124559982,0.037037037,29.31481481,9.436011511,5.322592593,12,20,5,0,3.73
181,181,IL,2016,FEB,68.24074074,33.34546616,2.648148148,55.01851852,25.95721584,-7.074074074,99.48148148,75.13346105,29.96666667,30.65537037,30.0402235,27.96703704,10,8.648786718,0,37.27777778,9.750957854,0.652777778,13,19,9,4,3.63
182,182,IL,2016,MAR,74.2962963,47.24253285,17.44444444,61.88888889,39.00955794,11.03703704,99.55555556,74.73058542,27.62962963,30.36703704,29.96767025,29.3662963,10,9.014934289,0,34.2037037,9.237156512,2.75462963,39,5,6,11,3.67
183,183,IL,2016,ARP,82.85185185,52.95379189,25.40740741,64.05555556,41.81728395,13.62962963,99.59259259,68.12663139,22.33333333,30.45759259,30.01619577,29.58092593,10,9.160934744,0.074074074,38.75925926,8.851675485,15.95759259,33,1,5,15,3.82
184,184,IL,2016,MAY,87.2037037,62.1826364,37.59259259,70.98148148,51.58128236,27.87037037,99.62962963,71.10175229,25.05555556,30.26351852,30.00555117,28.94555556,10,9.367662286,0,29.64814815,7.089008363,14.62444444,43,0,6,23,3.92
185,185,IL,2016,JUN,93.87037037,74.26180719,50.40740741,77.16666667,62.34940503,41.51851852,99.2962963,67.81381787,26.24074074,30.24240741,29.9840472,29.69111111,10,9.706873833,0.648148148,25.48148148,5.489703884,2.319814815,22,0,2,14,3.63
186,186,IL,2016,JUL,95.16666667,75.24379009,55.72222222,81.33333333,69.09934932,51,99.66666667,82.63719695,41.9262963,30.25648148,30.00035232,28.74759259,10,8.971366602,0,29.68518519,4.486734675,5.676296296,39,0,13,34,3.17
187,187,IL,2016,AUG,90.83333333,75.06382744,53.92592593,79.11111111,69.36396339,52.18518519,99.62962963,83.94251569,46.42592593,30.24944444,30.0278261,29.69314815,10,8.931038603,0,23.46296296,3.923917522,5.568333333,37,0,11,27,3.27
188,188,IL,2016,SEP,94.88888889,70.76252205,48.35185185,77.46296296,61.9515873,34.77777778,99.7037037,77.66031746,25.38888889,30.27388889,30.06597355,29.76314815,10,9.216402116,0.037037037,22.33333333,5.386772487,2.75462963,28,0,8,14,3.3
189,189,IL,2016,OCT,85.88888889,59.67387779,33.87037037,69.11111111,51.67153098,32.5,99.81481481,76.92404847,32.18518519,30.42611111,30.10085125,29.56259259,10,9.376557433,0.074074074,27.59259259,6.786482334,1.651296296,24,0,4,13,3.32
190,190,IL,2016,NOV,79.05555556,47.31366843,21.25925926,64.37037037,39.93518519,17.22222222,99.96296296,77.1728395,35.44444444,30.49703704,30.11713933,29.20518519,10,9.123985891,0,30.01851852,7.21366843,2.081296296,21,0,8,5,3.47
191,191,IL,2016,DEC,58.42592593,28.8143553,-3.888888889,56.88888889,23.17052661,-8.648148148,99.92592593,78.66726404,42.27777778,30.78592593,30.17269966,29.59185185,10.18518519,8.591259994,0,27.87037037,8.826532488,0.93037037,18,21,9,1,3.67
